player_name,position,college,consensus,text_source,sc_prediction,p_cornerstone,p_53_man,p_roster_bubble,p_out_of_league,sc_top_words,sc_words_against,sc_feat_consensus,sc_feat_round,sc_feat_position,sc_feat_beast_rank,sc_feat_text_length,sc_top_measurable,sc_top_measurable_contrib,draft_prediction,p_slide,p_consensus,p_reach,draft_top_words,draft_words_against,draft_feat_consensus,draft_top_measurable,draft_top_measurable_contrib,pred_apy_pct,pred_apy_pct_lo,pred_apy_pct_hi,p_real_contract,expected_apy_pct,apy_top_words,apy_words_against,apy_feat_consensus,apy_feat_round,apy_feat_beast_rank,apy_top_measurable,apy_top_measurable_contrib
Ahmaad Moses,S,SMU,307,beast,roster_bubble,1.3,21.7,51.8,25.1,eight(+0.0032) | productive(+0.0031) | tackles on(+0.0027) | plays on(+0.0026) | career(+0.0025),special(-0.0055) | safety(-0.0052) | special teams(-0.0038),0.038,0.5152,-0.5838,0.0423,0.0059,arm,-0.3662,reach,44.7,1.9,53.4,return(+0.0143) | safety(+0.0128) | senior(+0.0099) | tackles(+0.0073) | role(+0.0068),to match(-0.0059) | plays(-0.0053) | match(-0.0051),1.0803,arm,-0.2489,0.722,0.621,0.823,23.0,0.166,until(+0.0002) | slot(+0.0002) | not have(+0.0002) | four(+0.0002) | downhill(+0.0002),make plays(-0.0002) | tackles on(-0.0002) | awareness(-0.0002),-0.0176,-0.1339,-0.0085,wingspan,-0.0156
Karson Sharar,LB,Iowa,308,beast,roster_bubble,1.2,25.3,46.9,26.6,second(+0.0074) | line(+0.0050) | career(+0.0046) | backside(+0.0041) | productive(+0.0033),special(-0.0059) | lack of(-0.0044) | on special(-0.0043),0.0384,0.5152,-0.2168,0.0633,0.0695,vert_jump,0.9704,slide,56.1,3.1,40.8,straight line(+0.0086) | straight(+0.0086) | take on(+0.0080) | tightness(+0.0078) | windows(+0.0076),special teams(-0.0128) | closing(-0.0123) | on special(-0.0119),-0.3585,broad_jump,1.7728,0.692,0.591,0.794,26.5,0.184,downhill(+0.0002) | limits(+0.0002) | second(+0.0002) | worked(+0.0002) | michigan(+0.0002),drive(-0.0002) | leading the(-0.0002) | leading(-0.0002),-0.0178,-0.1339,-0.0126,hand,-0.0464
Keyshawn James-Newby,EDGE,New Mexico,309,beast,roster_bubble,1.2,15.5,63.3,20.0,eight(+0.0038) | james(+0.0035) | attempts(+0.0033) | and an(+0.0030) | where(+0.0028),doesn(-0.0034) | game he(-0.0031) | pass rusher(-0.0028),0.0387,0.5152,-0.1762,0.2736,0.1699,height,-0.0,reach,23.9,13.3,62.8,where he(+0.0113) | where(+0.0105) | his final(+0.0079) | standout(+0.0077) | final(+0.0073),half(-0.0069) | arm(-0.0069) | fumbles(-0.0068),1.1011,height,-0.0,0.7,0.598,0.801,16.7,0.117,james(+0.0006) | sacks(+0.0002) | school(+0.0002) | he transferred(+0.0002) | extra(+0.0002),rusher(-0.0002) | pass rusher(-0.0002) | because of(-0.0002),-0.018,-0.1339,-0.0546,height,-0.0
Shadrach Banks,LB,UTSA,310,beast,roster_bubble,0.6,24.8,48.6,26.0,better(+0.0043) | he signed(+0.0034) | season(+0.0032) | receiving(+0.0031) | linebacker(+0.0031),special(-0.0038) | out(-0.0033) | when(-0.0031),0.0391,0.5152,-0.2168,0.1579,0.1432,height,-0.0,reach,13.2,13.5,73.3,senior(+0.0096) | linebacker(+0.0084) | his final(+0.0076) | star(+0.0070) | final(+0.0070),receiving(-0.0070) | back(-0.0065) | however(-0.0063),1.1115,height,-0.0,0.739,0.638,0.84,25.4,0.188,north(+0.0004) | school(+0.0003) | linebacker(+0.0003) | until(+0.0003) | made(+0.0003),after(-0.0003) | wide receiver(-0.0003) | drive(-0.0002),-0.0182,-0.1339,-0.0315,height,-0.0
Joshua Braun,IOL,Kentucky,311,beast,roster_bubble,0.4,4.7,64.8,30.1,he can(+0.0061) | army(+0.0053) | florida(+0.0048) | he has(+0.0036) | coach(+0.0033),tackle(-0.0038) | tech(-0.0036) | although(-0.0032),0.0395,0.5152,-0.1881,0.0844,0.1117,40yd,-0.3502,reach,14.4,32.9,52.7,guard(+0.0138) | florida(+0.0124) | his final(+0.0079) | star(+0.0073) | final(+0.0072),was an(-0.0088) | arm(-0.0069) | timing(-0.0064),1.1218,wingspan,-0.1973,0.825,0.724,0.927,5.1,0.042,guard(+0.0002) | four(+0.0002) | committed(+0.0002) | star recruit(+0.0002) | star(+0.0002),after(-0.0002) | arkansas(-0.0002) | movements(-0.0002),-0.0183,-0.1339,-0.0168,hand,-0.0387
Xavier Nwankpa,S,Iowa,312,beast,53_man,2.1,53.2,16.3,28.5,zone(+0.0054) | in zone(+0.0040) | back(+0.0034) | recruiting(+0.0033) | become(+0.0032),defender(-0.0045) | while(-0.0042) | take on(-0.0042),0.1221,-0.528,0.0791,0.0309,0.0368,vert_jump,-0.2256,reach,21.9,10.5,67.7,his ability(+0.0089) | safety(+0.0087) | late(+0.0079) | any(+0.0052) | final(+0.0049),quarterback(-0.0060) | struggles(-0.0057) | back(-0.0052),1.1322,arm,-0.1416,0.783,0.681,0.884,55.3,0.433,tight ends(+0.0002) | ends(+0.0002) | tight(+0.0002) | pass breakups(+0.0002) | working(+0.0002),drive(-0.0003) | routes(-0.0003) | of routes(-0.0002),-0.0185,-0.1339,-0.0105,hand,0.0808
Nyjalik Kelly,EDGE,UCF,314,beast,roster_bubble,0.8,31.4,50.3,17.5,attempts(+0.0062) | florida(+0.0053) | player in(+0.0040) | florida state(+0.0037) | at florida(+0.0036),junior and(-0.0066) | long arms(-0.0051) | and senior(-0.0048),0.0406,0.5152,-0.1762,0.2,0.2268,vert_jump,0.6963,reach,33.0,10.8,56.2,florida(+0.0140) | senior(+0.0112) | star(+0.0082) | star recruit(+0.0077) | where he(+0.0075),however he(-0.0081) | arm(-0.0077) | fumbles(-0.0076),1.153,arm,0.3727,0.723,0.621,0.824,32.2,0.232,committed(+0.0002) | star recruit(+0.0002) | star(+0.0002) | committed to(+0.0002) | school(+0.0002),uses his(-0.0002) | versus(-0.0002) | combine(-0.0002),-0.0188,-0.1339,-0.0399,hand,-0.0505
Dan Villari,TE,Syracuse,315,beast,roster_bubble,0.4,13.3,82.6,3.7,the season(+0.0037) | improved(+0.0036) | the school(+0.0035) | quarterback(+0.0034) | state(+0.0033),senior year(-0.0040) | three star(-0.0038) | in that(-0.0035),0.0409,0.5152,0.1604,0.1369,0.2757,height,-0.0,reach,9.0,12.5,78.5,senior(+0.0129) | tends(+0.0112) | tends to(+0.0112) | three star(+0.0097) | star(+0.0094),quarterback(-0.0082) | athletic(-0.0072) | in ann(-0.0070),1.1634,height,-0.0,0.727,0.625,0.828,13.7,0.099,school(+0.0004) | committed(+0.0002) | star(+0.0002) | committed to(+0.0002) | tight(+0.0002),because of(-0.0002) | senior(-0.0002) | route(-0.0001),-0.019,-0.1339,-0.0273,height,-0.0
Marvin Jones,EDGE,Oklahoma,316,beast,roster_bubble,0.5,23.9,56.4,19.1,florida state(+0.0053) | at florida(+0.0050) | florida(+0.0045) | state(+0.0030) | his career(+0.0029),lack of(-0.0044) | lack(-0.0037) | usage(-0.0034),0.0413,0.5152,-0.1762,0.242,0.1087,vert_jump,0.6973,reach,10.3,36.6,53.1,florida(+0.0113) | star(+0.0111) | star recruit(+0.0105) | jones(+0.0103) | recruit(+0.0081),father(-0.0080) | was an(-0.0080) | runners(-0.0076),1.1737,height,-0.1034,0.676,0.575,0.778,24.4,0.165,school(+0.0003) | star recruit(+0.0003) | star(+0.0003) | recruit(+0.0003) | jones(+0.0002),cornerback(-0.0003) | after(-0.0002) | lack(-0.0001),-0.0192,-0.1339,-0.0483,3cone,-0.0499
DJ Rogers,TE,TCU,317,beast,out_of_league,0.4,26.1,28.8,44.7,knee(+0.0066) | his size(+0.0062) | size(+0.0056) | jump(+0.0048) | himself into(+0.0044),percent of(-0.0063) | improved(-0.0059) | percent(-0.0053),0.1689,1.6556,-0.9336,0.01,-0.0327,40yd,0.616,reach,7.2,35.5,57.3,his ability(+0.0106) | senior(+0.0100) | return(+0.0086) | kick(+0.0059) | into(+0.0055),on his(-0.0063) | instincts(-0.0048) | former offensive(-0.0047),1.1841,wingspan,-0.2383,0.762,0.66,0.863,26.5,0.202,tight(+0.0002) | percent(+0.0002) | tight ends(+0.0002) | ends(+0.0002) | of high(+0.0002),routes(-0.0003) | air(-0.0003) | tape(-0.0002),-0.0193,-0.1339,-0.0064,3cone,-0.0264
Bryan Thomas,EDGE,South Carolina,318,beast,roster_bubble,0.3,9.9,61.7,28.1,24(+0.0033) | 32(+0.0030) | 34(+0.0029) | 74(+0.0029) | 78(+0.0029),williams(-0.0028) | mississippi(-0.0024) | brown(-0.0023),0.042,0.5152,-0.1762,0.2946,-0.6532,height,-0.0,reach,18.6,10.3,71.2,florida(+0.0061) | 76(+0.0058) | 68(+0.0053) | harris(+0.0052) | iowa(+0.0051),jackson(-0.0115) | 40(-0.0086) | arm(-0.0057),1.1945,height,-0.0,0.695,0.594,0.797,10.2,0.071,10(+0.0002) | 23(+0.0002) | james(+0.0002) | north(+0.0002) | carolina(+0.0002),28(-0.0002) | 24(-0.0002) | washington(-0.0002),-0.0195,-0.1339,-0.0588,height,-0.0
Jackson Kuwatch,EDGE,Miami (OH),319,beast,roster_bubble,1.5,14.0,54.9,29.6,team(+0.0035) | where(+0.0034) | where he(+0.0031) | the mike(+0.0031) | linebacker(+0.0030),special(-0.0038) | seasons in(-0.0031) | punch(-0.0029),0.0424,0.5152,-0.1762,0.0528,0.1232,height,-0.0,reach,23.5,10.3,66.2,where he(+0.0134) | where(+0.0125) | star(+0.0118) | senior(+0.0096) | linebacker(+0.0084),jackson(-0.0165) | the middle(-0.0066) | middle(-0.0052),1.2049,height,-0.0,0.783,0.681,0.884,15.5,0.121,school(+0.0003) | star(+0.0003) | linebacker(+0.0003) | high school(+0.0003) | high(+0.0002),routes(-0.0002) | the middle(-0.0002) | middle(-0.0002),-0.0197,-0.1339,-0.0105,height,-0.0
Jordan Hudson,WR,SMU,320,beast,roster_bubble,0.9,13.4,54.6,31.1,games(+0.0055) | receiving(+0.0045) | missed(+0.0042) | receiving yards(+0.0041) | corners(+0.0031),versus(-0.0032) | nfl(-0.0030) | need(-0.0030),0.0427,0.5152,0.4177,0.1579,0.0349,vert_jump,0.8845,slide,65.9,2.3,31.8,receiving yards(+0.0095) | sized athlete(+0.0088) | receiving(+0.0077) | windows(+0.0069) | good sized(+0.0064),coverages(-0.0088) | senior(-0.0082) | his blocking(-0.0069),-0.3995,broad_jump,1.6024,0.713,0.611,0.814,14.3,0.102,until(+0.0002) | games(+0.0002) | punt(+0.0002) | into his(+0.0002) | receiving yards(+0.0001),air(-0.0003) | versus(-0.0003) | routes(-0.0002),-0.0199,-0.1339,-0.0315,broad_jump,0.0125
Jaylon Guilbeau,CB,Texas,322,beast,roster_bubble,0.4,6.0,61.1,32.5,he can(+0.0063) | struggled(+0.0040) | make(+0.0034) | line(+0.0033) | san(+0.0033),speed will(-0.0038) | junior and(-0.0036) | although(-0.0033),0.0435,0.5152,0.2003,0.1685,0.1816,40yd,-0.691,reach,12.2,31.3,56.4,senior(+0.0131) | as senior(+0.0110) | nickel(+0.0084) | safety(+0.0081) | star(+0.0077),it tough(-0.0078) | he struggled(-0.0076) | however he(-0.0076),1.236,arm,-0.2619,0.641,0.54,0.742,6.4,0.041,school(+0.0003) | high school(+0.0003) | committed(+0.0002) | high(+0.0002) | star recruit(+0.0002),cornerback(-0.0004) | routes(-0.0002) | make plays(-0.0002),-0.0202,-0.1339,-0.0336,hand,-0.0105
Anterio Thompson,DL,Washington,323,beast,roster_bubble,1.3,16.6,56.2,25.9,better(+0.0044) | he can(+0.0036) | 39(+0.0036) | clear(+0.0025) | seven(+0.0025),special(-0.0039) | thompson(-0.0037) | senior year(-0.0032),0.0438,0.5152,-0.203,0.0633,0.1406,height,-0.0,reach,9.4,5.9,84.6,iowa(+0.0140) | thompson(+0.0084) | three star(+0.0071) | star(+0.0069) | late(+0.0066),he needs(-0.0067) | however(-0.0062) | in 2022(-0.0054),1.2464,height,-0.0,0.737,0.636,0.839,17.9,0.132,iowa(+0.0003) | four(+0.0002) | have(+0.0002) | loss and(+0.0002) | star(+0.0002),washington(-0.0002) | agility(-0.0002) | ball(-0.0002),-0.0204,-0.1339,-0.0126,height,-0.0
Joey Aguilar,QB,Tennessee,324,beast,roster_bubble,0.6,14.0,71.7,13.7,pocket(+0.0065) | passer(+0.0050) | the pocket(+0.0048) | deep(+0.0037) | tennessee(+0.0035),doesn play(-0.0054) | play with(-0.0036) | nfl(-0.0035),0.0442,0.5152,0.5523,-0.0733,0.0223,wingspan,-0.1022,reach,32.2,10.2,57.6,tennessee(+0.0095) | his final(+0.0067) | his ability(+0.0066) | final(+0.0062) | yards per(+0.0060),passer(-0.0111) | arm(-0.0099) | pocket(-0.0066),1.2568,weight,0.067,0.773,0.672,0.875,14.6,0.113,passer(+0.0003) | have(+0.0002) | pocket(+0.0002) | based(+0.0002) | season(+0.0002),air(-0.0003) | because of(-0.0002) | passing(-0.0002),-0.0205,-0.1339,0.0146,hand,-0.0083
Alan Herron,IOL,Maryland,325,beast,roster_bubble,0.4,5.4,68.8,25.4,second(+0.0045) | the second(+0.0044) | late(+0.0044) | backside(+0.0043) | better(+0.0041),able to(-0.0032) | able(-0.0032) | run(-0.0027),0.0446,0.5152,-0.1881,0.0318,0.0948,vert_jump,0.5172,reach,37.3,6.1,56.6,late(+0.0132) | into(+0.0095) | tends(+0.0078) | tends to(+0.0078) | late to(+0.0065),pro(-0.0065) | pass pro(-0.0063) | quickness(-0.0060),1.2672,broad_jump,-0.1983,0.794,0.692,0.895,5.8,0.046,until(+0.0003) | made(+0.0002) | pass pro(+0.0002) | just(+0.0002) | pro(+0.0002),tape(-0.0003) | to stay(-0.0002) | inconsistent(-0.0002),-0.0207,-0.1339,-0.0064,hand,0.0603
Josh Gesky,IOL,Illinois,326,beast,roster_bubble,0.8,5.5,64.3,29.4,he can(+0.0038) | line(+0.0034) | offensive line(+0.0032) | josh(+0.0031) | he has(+0.0031),tackle(-0.0039) | pro(-0.0037) | punch(-0.0031),0.0449,0.5152,-0.1881,0.0528,0.1552,height,-0.0,reach,31.7,16.5,51.8,three star(+0.0076) | star(+0.0074) | star recruit(+0.0069) | into(+0.0069) | he received(+0.0066),left tackle(-0.0103) | pro(-0.0089) | flexibility to(-0.0066),1.2775,height,-0.0,0.812,0.711,0.914,6.3,0.051,school(+0.0004) | pounds(+0.0004) | high school(+0.0003) | pro(+0.0003) | high(+0.0003),marginal(-0.0002) | for his(-0.0002) | to stay(-0.0002),-0.0209,-0.1339,-0.0105,height,-0.0
Jaren Kanak,TE,Oklahoma,327,beast,53_man,3.1,51.9,30.0,15.0,zone(+0.0055) | offensive(+0.0051) | back(+0.0042) | lead(+0.0034) | the first(+0.0032),tight(-0.0061) | tight end(-0.0057) | percent(-0.0039),0.1389,-0.528,0.492,0.0309,-0.0193,wingspan,0.7804,reach,27.5,7.6,64.9,linebacker(+0.0074) | role(+0.0072) | his ability(+0.0066) | defensive player(+0.0053) | blocking(+0.0052),oklahoma(-0.0075) | back(-0.0065) | in high(-0.0059),1.2879,arm,-0.5156,0.78,0.678,0.881,55.0,0.429,tight(+0.0003) | school(+0.0002) | four(+0.0002) | linebacker(+0.0002) | high school(+0.0002),stay on(-0.0002) | inconsistent(-0.0002) | catch(-0.0002),-0.021,-0.1339,-0.0105,wingspan,-0.0376
James Brockermeyer,IOL,Miami (FL),328,beast,out_of_league,1.5,12.3,29.0,57.2,center(+0.0110) | miami(+0.0050) | at center(+0.0049) | pro(+0.0047) | knee(+0.0045),offensive(-0.0072) | which(-0.0044) | of the(-0.0043),0.1852,1.6556,0.333,-0.0231,-0.0925,height,0.0,reach,25.3,8.6,66.1,role(+0.0079) | right(+0.0076) | role in(+0.0066) | as senior(+0.0057) | senior(+0.0055),pro(-0.0082) | isn(-0.0061) | he isn(-0.0060),1.2983,height,-0.0,0.819,0.718,0.921,13.8,0.113,center(+0.0005) | pro(+0.0002) | didn(+0.0002) | struggling to(+0.0002) | miami(+0.0002),drive(-0.0004) | because of(-0.0002) | started(-0.0002),-0.0212,-0.1339,0.0146,height,-0.0
Jaden Dugger,LB,Louisiana-Lafayette,329,beast,roster_bubble,0.8,14.9,65.9,18.4,basketball(+0.0036) | of his(+0.0032) | from his(+0.0030) | 24(+0.0029) | he has(+0.0029),safety(-0.0048) | long arms(-0.0045) | size(-0.0041),0.046,0.5152,-0.2168,0.0739,0.1156,height,-0.0,reach,15.2,6.4,78.5,safety(+0.0119) | senior(+0.0114) | as senior(+0.0096) | safety he(+0.0080) | his ability(+0.0072),basketball(-0.0078) | arm(-0.0063) | match(-0.0058),1.3087,height,-0.0,0.737,0.635,0.838,15.7,0.116,himself(+0.0002) | tight ends(+0.0002) | committed(+0.0002) | star recruit(+0.0002) | star(+0.0002),how to(-0.0002) | washington(-0.0002) | basketball(-0.0002),-0.0214,-0.1339,-0.0147,height,-0.0
Riley Mahlman,OT,Wisconsin,330,beast,roster_bubble,0.6,18.4,59.5,21.4,games(+0.0040) | career with(+0.0038) | finished his(+0.0038) | he can(+0.0037) | focus(+0.0037),durability(-0.0053) | size(-0.0044) | the pass(-0.0039),0.0464,0.5152,-0.1881,0.0633,0.18,height,-0.0,reach,9.8,7.6,82.6,recruit(+0.0091) | star(+0.0074) | late to(+0.0073) | late(+0.0070) | star recruit(+0.0070),quickness(-0.0068) | relies(-0.0067) | narrow(-0.0064),1.3191,height,-0.0,0.807,0.705,0.908,19.0,0.154,recruit(+0.0003) | four(+0.0002) | committed(+0.0002) | high(+0.0002) | star recruit(+0.0002),lead to(-0.0002) | inconsistent(-0.0001) | work in(-0.0001),-0.0215,-0.1339,-0.0126,height,-0.0
Robert Henry,RB,UTSA,331,beast,roster_bubble,0.6,16.9,46.6,36.0,games(+0.0054) | productive(+0.0051) | keep(+0.0046) | his career(+0.0044) | career(+0.0042),to break(-0.0040) | fbs(-0.0034) | out of(-0.0033),0.0468,0.5152,0.0733,0.0423,0.037,vert_jump,0.6533,reach,36.3,3.3,60.3,touches(+0.0076) | yards per(+0.0058) | averaged(+0.0051) | backs(+0.0048) | type(+0.0045),plus yards(-0.0064) | pro(-0.0058) | pass pro(-0.0057),1.3295,broad_jump,-0.3057,0.752,0.65,0.853,17.4,0.131,keep(+0.0003) | six(+0.0002) | north(+0.0002) | not have(+0.0002) | pass pro(+0.0002),carries(-0.0002) | tape(-0.0002) | inconsistent(-0.0002),-0.0217,-0.1339,-0.0085,broad_jump,0.0162
Lake McRee,TE,USC,332,beast,roster_bubble,1.0,23.8,57.5,17.8,percent of(+0.0055) | missed(+0.0046) | percent(+0.0045) | games(+0.0036) | if he(+0.0031),knee(-0.0052) | doesn(-0.0039) | junior(-0.0037),0.0471,0.5152,0.1604,0.0633,0.0961,vert_jump,0.857,reach,12.4,17.0,70.5,usc(+0.0059) | as senior(+0.0054) | senior(+0.0052) | knee(+0.0049) | defenders(+0.0042),route(-0.0067) | receiving(-0.0064) | however he(-0.0063),1.3398,arm,-0.2833,0.757,0.656,0.858,24.8,0.187,have(+0.0002) | limits(+0.0002) | of high(+0.0002) | tight(+0.0002) | linebackers(+0.0002),route(-0.0003) | at usc(-0.0003) | usc(-0.0003),-0.0219,-0.1339,-0.0126,hand,0.0438
Diego Pavia,QB,Vanderbilt,333,beast,roster_bubble,1.1,18.0,55.0,25.9,school history(+0.0074) | in school(+0.0073) | history(+0.0062) | pocket(+0.0054) | the pocket(+0.0045),durability(-0.0043) | lack of(-0.0040) | total(-0.0039),0.0475,0.5152,0.5523,-0.0207,-0.022,arm,-0.8137,reach,34.1,9.7,56.2,final(+0.0057) | vision(+0.0054) | guard(+0.0052) | pursuit(+0.0047) | until(+0.0044),arm(-0.0092) | acceleration(-0.0058) | pocket(-0.0054),1.3502,arm,-0.5532,0.77,0.669,0.872,19.1,0.147,school(+0.0003) | based(+0.0003) | four year(+0.0003) | four(+0.0002) | until(+0.0002),passing(-0.0002) | after(-0.0002) | throws(-0.0002),-0.0221,-0.1339,0.0041,arm,0.0183
Athan Kaliakmanis,QB,Rutgers,334,beast,roster_bubble,0.3,7.6,79.7,12.4,better(+0.0053) | pocket(+0.0038) | from his(+0.0037) | decision making(+0.0033) | clear(+0.0031),he should(-0.0043) | enough(-0.0035) | tools(-0.0035),0.0479,0.5152,0.5523,-0.0523,0.2059,height,-0.0,reach,21.6,7.2,71.2,senior(+0.0116) | the year(+0.0105) | his final(+0.0091) | player of(+0.0085) | star(+0.0084),rutgers(-0.0119) | accuracy(-0.0107) | yards in(-0.0072),1.3606,height,-0.0,0.819,0.718,0.921,7.9,0.065,made(+0.0003) | he committed(+0.0002) | committed(+0.0002) | star recruit(+0.0002) | star(+0.0002),for his(-0.0002) | senior(-0.0002) | 28(-0.0002),-0.0222,-0.1339,0.0104,height,-0.0
Vinny Anthony,WR,Wisconsin,335,beast,roster_bubble,1.5,6.1,67.9,24.5,percent of(+0.0052) | receiving(+0.0047) | career(+0.0044) | percent(+0.0043) | second(+0.0042),all the(-0.0041) | nfl(-0.0035) | come(-0.0033),0.0482,0.5152,0.4177,0.179,0.0593,vert_jump,0.886,reach,37.5,3.8,58.8,return(+0.0094) | kick(+0.0064) | experienced(+0.0064) | yards per(+0.0062) | best football(+0.0053),receiving(-0.0108) | savvy(-0.0095) | 40(-0.0063),1.371,broad_jump,-0.2215,0.759,0.658,0.861,7.5,0.057,returns(+0.0003) | despite(+0.0002) | the past(+0.0002) | punt(+0.0002) | yard(+0.0002),routes(-0.0004) | catch(-0.0002) | routes and(-0.0002),-0.0224,-0.1339,-0.0357,hand,0.0203
Micah Pettus,OT,Florida State,336,beast,roster_bubble,0.9,16.2,60.2,22.7,florida state(+0.0059) | florida(+0.0050) | the pocket(+0.0034) | pocket(+0.0032) | was an(+0.0032),senior year(-0.0055) | tackle(-0.0055) | long arms(-0.0047),0.0486,0.5152,-0.1881,0.1054,0.1696,height,-0.0,reach,13.3,5.2,81.5,ole(+0.0125) | florida(+0.0123) | ole miss(+0.0116) | senior(+0.0099) | year in(+0.0087),left tackle(-0.0100) | was an(-0.0087) | on his(-0.0077),1.3814,height,-0.0,0.735,0.633,0.836,17.1,0.126,school(+0.0003) | high school(+0.0003) | james(+0.0002) | committed(+0.0002) | high(+0.0002),for his(-0.0003) | drive(-0.0002) | to drive(-0.0002),-0.0226,-0.1339,-0.021,height,-0.0
Bauer Sharp,TE,LSU,337,beast,roster_bubble,0.2,33.0,51.7,15.2,quarterback(+0.0031) | no star(+0.0029) | up(+0.0027) | school(+0.0026) | years(+0.0025),special(-0.0044) | junior and(-0.0040) | there(-0.0034),0.049,0.5152,0.1604,0.0739,0.2187,vert_jump,0.858,reach,16.4,10.5,73.0,sharp(+0.0104) | star(+0.0079) | star recruit(+0.0074) | senior(+0.0064) | spent(+0.0060),there(-0.0084) | quarterback(-0.0069) | in 2022(-0.0062),1.3917,arm,-0.2252,0.77,0.669,0.872,33.2,0.255,school(+0.0003) | high school(+0.0003) | slot(+0.0003) | the slot(+0.0002) | high(+0.0002),routes(-0.0003) | agility(-0.0002) | for his(-0.0002),-0.0227,-0.1339,-0.0147,3cone,-0.0267
Wade Woodaz,LB,Clemson,338,beast,roster_bubble,1.3,17.5,44.8,36.4,games(+0.0034) | he can(+0.0031) | plays on(+0.0027) | career(+0.0026) | snaps(+0.0026),special(-0.0070) | special teams(-0.0048) | as junior(-0.0045),0.0493,0.5152,-0.2168,0.0003,0.0594,vert_jump,0.9717,reach,12.6,7.7,79.7,senior(+0.0084) | athleticism(+0.0084) | role(+0.0072) | right(+0.0069) | nickel(+0.0067),as junior(-0.0070) | steps(-0.0045) | struggles to(-0.0042),1.4021,wingspan,-0.1912,0.778,0.676,0.879,18.8,0.146,made(+0.0004) | tight(+0.0003) | tight ends(+0.0002) | sideline(+0.0002) | ends(+0.0002),because of(-0.0002) | make plays(-0.0002) | strike(-0.0002),-0.0229,-0.1339,-0.0001,hand,-0.0369
Dean Connors,RB,Houston,340,beast,roster_bubble,0.5,12.9,70.3,16.3,track(+0.0041) | transferred(+0.0034) | transferred to(+0.0032) | line(+0.0031) | targets(+0.0030),running(-0.0047) | running back(-0.0039) | need(-0.0033),0.05,0.5152,0.0733,0.0633,0.1038,height,-0.0,reach,18.4,7.5,74.1,his final(+0.0074) | final(+0.0068) | where he(+0.0062) | where(+0.0058) | as senior(+0.0057),track(-0.0100) | and technique(-0.0074) | back(-0.0072),1.4229,height,-0.0,0.759,0.657,0.86,13.4,0.102,school(+0.0004) | high school(+0.0003) | he transferred(+0.0003) | high(+0.0002) | just(+0.0002),for his(-0.0002) | track(-0.0002) | leading the(-0.0002),-0.0232,-0.1339,-0.0126,height,-0.0
Khalil Dinkins,TE,Penn State,341,beast,53_man,1.0,61.3,17.7,19.9,tackle(+0.0048) | hips and(+0.0046) | feel(+0.0044) | outside(+0.0042) | both(+0.0041),receiving(-0.0083) | some(-0.0051) | tight(-0.0051),0.1545,-0.528,0.492,0.0248,-0.0385,3cone,0.3497,reach,2.4,15.7,81.9,into contact(+0.0129) | gap(+0.0061) | into(+0.0059) | some(+0.0059) | has some(+0.0059),receiving(-0.0107) | yards in(-0.0092) | track(-0.0066),1.4333,arm,0.1232,0.74,0.638,0.841,62.4,0.461,tight(+0.0003) | six(+0.0002) | blocker(+0.0002) | just(+0.0002) | high(+0.0002),tape(-0.0002) | to stay(-0.0002) | catching(-0.0002),-0.0234,-0.1339,-0.0085,3cone,-0.0264
Lance Mason,TE,Wisconsin,342,beast,roster_bubble,0.8,14.3,57.9,27.0,backside(+0.0054) | he can(+0.0043) | 39(+0.0042) | where(+0.0042) | playside(+0.0041),undersized(-0.0043) | out(-0.0040) | nfl(-0.0034),0.0508,0.5152,0.1604,0.1054,0.2377,height,-0.0,reach,11.1,9.1,79.8,where he(+0.0164) | where(+0.0152) | senior(+0.0117) | star(+0.0086) | star recruit(+0.0080),catches(-0.0062) | on his(-0.0054) | championship(-0.0051),1.4436,height,-0.0,0.751,0.649,0.852,15.2,0.114,where(+0.0002) | star recruit(+0.0002) | star(+0.0002) | tight(+0.0002) | school(+0.0002),movements(-0.0002) | for his(-0.0002) | the program(-0.0002),-0.0236,-0.1339,-0.021,height,-0.0
Ethan Onianwa,OT,Ohio State,343,beast,roster_bubble,1.2,11.2,66.2,21.4,he can(+0.0039) | he signed(+0.0037) | line(+0.0035) | receiving(+0.0034) | offensive line(+0.0033),long arms(-0.0049) | was three(-0.0048) | tackle(-0.0040),0.0511,0.5152,-0.1881,0.1054,0.1606,height,-0.0,reach,12.9,11.2,75.9,where he(+0.0120) | where(+0.0112) | right(+0.0088) | three star(+0.0081) | star(+0.0078),receiving(-0.0078) | however he(-0.0077) | however(-0.0070),1.454,height,-0.0,0.762,0.661,0.863,12.4,0.094,right tackle(+0.0003) | just(+0.0002) | star recruit(+0.0002) | star(+0.0002) | school(+0.0002),speak(-0.0002) | speak highly(-0.0002) | after(-0.0002),-0.0238,-0.1339,-0.021,height,-0.0
