player_name,position,college,consensus,text_source,sc_prediction,p_cornerstone,p_53_man,p_roster_bubble,p_out_of_league,sc_top_words,sc_words_against,sc_feat_consensus,sc_feat_round,sc_feat_position,sc_feat_beast_rank,sc_feat_text_length,sc_top_measurable,sc_top_measurable_contrib,draft_prediction,p_slide,p_consensus,p_reach,draft_top_words,draft_words_against,draft_feat_consensus,draft_top_measurable,draft_top_measurable_contrib,pred_apy_pct,pred_apy_pct_lo,pred_apy_pct_hi,p_real_contract,expected_apy_pct,apy_top_words,apy_words_against,apy_feat_consensus,apy_feat_round,apy_feat_beast_rank,apy_top_measurable,apy_top_measurable_contrib
Colton Hood,CB,Tennessee,35,beast,53_man,19.4,35.1,19.0,26.5,zone(+0.0054) | quickly(+0.0042) | inside(+0.0041) | timing(+0.0039) | cover(+0.0033),some(-0.0049) | while(-0.0042) | more consistent(-0.0041),-0.188,-0.086,-0.1473,-0.0798,0.0416,vert_jump,-0.1637,consensus,27.4,68.4,4.2,player(+0.0069) | gets(+0.0062) | technique(+0.0059) | hand(+0.0058) | zone(+0.0056),some(-0.0086) | early(-0.0071) | downfield(-0.0057),1.1702,vert_jump,0.052,0.839,0.738,0.941,54.5,0.457,until(+0.0002) | early(+0.0002) | while(+0.0002) | downhill(+0.0001) | high(+0.0001),routes(-0.0003) | cornerback(-0.0003) | timing(-0.0002),0.0285,-0.067,0.0272,hand,0.0101
Max Iheanachor,OT,Arizona State,36,beast,53_man,7.9,35.0,30.2,26.9,tackle(+0.0088) | how to(+0.0081) | how(+0.0066) | develop(+0.0061) | to develop(+0.0060),defenders(-0.0039) | the past(-0.0030) | of attack(-0.0030),-0.1869,-0.086,0.1025,-0.0675,0.0407,wingspan,-0.2249,consensus,24.7,74.1,1.3,leads(+0.0068) | best(+0.0063) | made(+0.0060) | player(+0.0055) | catching(+0.0054),drive(-0.0060) | at right(-0.0055) | straight(-0.0052),1.1633,40yd,0.3049,0.924,0.823,1.0,42.9,0.397,made(+0.0003) | right tackle(+0.0002) | allowed(+0.0002) | six(+0.0002) | in pass(+0.0002),how to(-0.0003) | drive(-0.0003) | how(-0.0003),0.0283,-0.067,0.023,hand,0.0693
Zion Young,EDGE,Missouri,37,beast,53_man,8.2,71.7,4.9,15.2,long arms(+0.0059) | offensive tackles(+0.0059) | the edge(+0.0046) | offensive(+0.0045) | edge(+0.0043),room(-0.0043) | blockers(-0.0041) | the point(-0.0038),-0.1857,-0.086,0.1304,-0.0613,0.0758,broad_jump,0.5573,slide,90.7,8.3,0.9,jackson(+0.0066) | font(+0.0053) | tall(+0.0049) | take(+0.0048) | leg(+0.0042),you(-0.0086) | edge(-0.0083) | alabama(-0.0076),0.5662,broad_jump,1.6311,0.875,0.773,0.976,79.9,0.699,michigan(+0.0003) | extension(+0.0002) | four(+0.0002) | have(+0.0001) | pro(+0.0001),offensive tackles(-0.0003) | rusher(-0.0002) | energy(-0.0002),0.0281,-0.067,0.0209,hand,0.0146
Caleb Banks,DL,Florida,38,beast,53_man,23.6,39.7,6.1,30.6,offensive(+0.0044) | offensive linemen(+0.0039) | lsu(+0.0036) | inside(+0.0036) | which(+0.0035),games(-0.0053) | florida(-0.0045) | blockers(-0.0041),-0.1846,-0.086,0.2554,-0.0859,0.083,wingspan,-0.8358,slide,89.7,9.8,0.5,take(+0.0079) | flashes(+0.0070) | passer(+0.0067) | struggles to(+0.0061) | struggles(+0.0058),his first(-0.0106) | final(-0.0076) | combination of(-0.0072),0.5628,broad_jump,1.6402,0.839,0.738,0.941,63.3,0.531,until(+0.0003) | passer(+0.0002) | games(+0.0002) | made(+0.0002) | take(+0.0001),production(-0.0002) | combine(-0.0002) | athlete with(-0.0002),0.028,-0.067,0.0293,hand,-0.0764
Brandon Cisse,CB,South Carolina,39,beast,53_man,7.6,39.6,24.3,28.6,support(+0.0046) | in run(+0.0046) | zone(+0.0044) | outside(+0.0041) | with his(+0.0040),while(-0.0042) | willing to(-0.0033) | while he(-0.0033),-0.1835,-0.086,-0.1473,-0.0675,0.0367,broad_jump,0.4472,slide,80.8,17.8,1.5,struggles to(+0.0075) | lacking(+0.0072) | struggles(+0.0071) | relies(+0.0065) | windows(+0.0059),keeps his(-0.0061) | return(-0.0060) | need to(-0.0059),0.5594,broad_jump,1.309,0.832,0.731,0.934,47.1,0.392,carolina(+0.0002) | downhill(+0.0002) | while he(+0.0002) | while(+0.0002) | center(+0.0002),cornerback(-0.0003) | after(-0.0002) | keeps(-0.0002),0.0278,-0.067,0.023,hand,0.0514
Emmanuel Pregnon,IOL,Oregon,40,beast,53_man,9.1,44.8,5.6,40.5,hands(+0.0044) | offensive(+0.0044) | sets(+0.0044) | finishing(+0.0042) | hips and(+0.0038),keep(-0.0037) | line(-0.0035) | defenders(-0.0034),-0.1824,-0.086,0.1025,-0.0921,0.0267,broad_jump,0.4403,slide,76.0,22.2,1.8,heavy(+0.0084) | washington(+0.0069) | straight(+0.0068) | athletic(+0.0050) | the ducks(+0.0048),need(-0.0053) | best(-0.0052) | blocks(-0.0052),0.556,broad_jump,1.2889,0.873,0.772,0.975,53.9,0.471,in pass(+0.0002) | made(+0.0002) | guard(+0.0002) | large hands(+0.0002) | committed(+0.0001),timing(-0.0002) | drive(-0.0002) | moore(-0.0002),0.0276,-0.067,0.0314,hand,-0.0747
Chris Johnson,CB,San Diego State,41,beast,53_man,7.0,52.9,10.3,29.7,zone(+0.0057) | outside(+0.0042) | burst(+0.0040) | man and(+0.0036) | snaps(+0.0034),percent(-0.0048) | while(-0.0048) | percent of(-0.0044),-0.1813,-0.086,-0.1473,-0.0921,0.0609,broad_jump,0.4649,slide,74.3,24.0,1.7,press(+0.0082) | flashes(+0.0063) | windows(+0.0054) | take(+0.0052) | man(+0.0051),johnson(-0.0196) | special teams(-0.0090) | on special(-0.0083),0.5525,broad_jump,1.3608,0.76,0.659,0.862,59.9,0.456,johnson(+0.0003) | just(+0.0002) | while(+0.0002) | allowed(+0.0002) | touchdowns(+0.0002),routes(-0.0003) | cornerback(-0.0002) | air(-0.0002),0.0275,-0.067,0.0314,hand,-0.0622
Malachi Lawrence,EDGE,UCF,42,beast,53_man,20.4,38.3,13.3,28.0,long arms(+0.0083) | arms(+0.0053) | history(+0.0051) | recruiting(+0.0041) | offensive tackles(+0.0039),keep(-0.0042) | create(-0.0041) | attack(-0.0038),-0.1801,-0.086,0.1304,-0.0675,-0.0284,broad_jump,0.4953,slide,82.6,16.2,1.2,ucf(+0.0090) | take(+0.0069) | however(+0.0068) | are(+0.0059) | heavy(+0.0058),still(-0.0096) | gets(-0.0072) | type(-0.0071),0.5491,broad_jump,1.4497,0.889,0.788,0.99,58.7,0.522,just(+0.0003) | sacks(+0.0002) | worked(+0.0002) | school(+0.0001) | history(+0.0001),offensive tackles(-0.0002) | uses his(-0.0002) | uses(-0.0002),0.0273,-0.067,0.023,hand,0.0333
Chase Bisontis,IOL,Texas A&M,43,beast,53_man,4.6,45.7,16.8,32.9,inside(+0.0052) | tackle(+0.0037) | in all(+0.0034) | even(+0.0033) | hands(+0.0032),defenders(-0.0053) | backside(-0.0044) | the backside(-0.0043),-0.179,-0.086,0.1025,-0.0982,0.0287,broad_jump,0.4608,slide,73.3,24.3,2.4,below average(+0.0059) | below(+0.0058) | nice(+0.0055) | short area(+0.0048) | open(+0.0046),kick(-0.0092) | three(-0.0070) | weight(-0.0060),0.5457,broad_jump,1.3488,0.894,0.793,0.995,50.3,0.45,blocker(+0.0002) | defenders(+0.0002) | guard(+0.0002) | six(+0.0002) | just(+0.0002),for his(-0.0002) | drive(-0.0002) | the middle(-0.0002),0.0271,-0.067,0.0335,hand,0.0153
Jadarian Price,RB,Notre Dame,44,beast,out_of_league,37.2,19.4,4.6,38.7,quick(+0.0040) | square(+0.0033) | to create(+0.0033) | part time(+0.0032) | create(+0.0030),offensive(-0.0059) | history(-0.0055) | needs to(-0.0053),-0.2353,1.2715,-0.025,-0.053,-0.0164,40yd,1.7643,slide,86.8,11.9,1.3,attempting(+0.0079) | attempting to(+0.0075) | relies(+0.0075) | tightness(+0.0069) | steps(+0.0064),return(-0.0117) | kick(-0.0107) | touches(-0.0104),0.5423,broad_jump,2.1316,0.873,0.772,0.974,56.7,0.495,just(+0.0003) | touchdowns(+0.0002) | 10(+0.0002) | four(+0.0002) | have(+0.0002),catching(-0.0002) | ball(-0.0002) | price(-0.0002),0.027,-0.067,0.0335,hand,-0.0318
Jacob Rodriguez,LB,Texas Tech,45,beast,53_man,12.8,38.5,12.0,36.6,offensive(+0.0043) | offensive linemen(+0.0039) | zone(+0.0037) | tackle(+0.0031) | instincts(+0.0030),texas(-0.0045) | decent(-0.0034) | himself(-0.0033),-0.1768,-0.086,-0.251,-0.0982,0.079,wingspan,0.388,consensus,16.9,79.9,3.1,rodriguez(+0.0058) | awareness(+0.0057) | trophy(+0.0051) | forced(+0.0049) | player(+0.0047),font(-0.0094) | linebacker(-0.0080) | grade(-0.0069),1.1006,40yd,0.4701,0.83,0.729,0.932,51.3,0.426,linebacker(+0.0002) | extension(+0.0002) | himself(+0.0002) | made(+0.0002) | sideline(+0.0001),awareness(-0.0002) | marginal(-0.0002) | production(-0.0001),0.0268,-0.067,0.0335,hand,0.0202
Christen Miller,DL,Georgia,47,beast,out_of_league,23.1,22.5,16.4,38.0,size(+0.0050) | his size(+0.0044) | blockers(+0.0044) | often late(+0.0040) | shoulder(+0.0038),defensive(-0.0049) | offensive(-0.0045) | the ball(-0.0035),-0.2309,1.2715,0.3191,-0.0497,0.1695,weight,0.1572,consensus,35.4,58.3,6.2,weight(+0.0061) | high school(+0.0054) | williams(+0.0051) | snaps(+0.0050) | 2021(+0.0049),miller(-0.0099) | font(-0.0094) | gap(-0.0088),1.0866,weight,-0.0501,0.866,0.765,0.967,45.6,0.394,just(+0.0002) | school(+0.0002) | high school(+0.0002) | center(+0.0002) | sacks in(+0.0001),agility(-0.0002) | after(-0.0001) | tape(-0.0001),0.0264,-0.067,0.0314,hand,-0.0128
Lee Hunter,DL,Texas Tech,48,beast,53_man,11.8,50.9,8.4,28.9,tackle(+0.0055) | offensive(+0.0036) | hands(+0.0034) | how to(+0.0034) | offensive linemen(+0.0032),games(-0.0038) | while(-0.0037) | texas(-0.0033),-0.1734,-0.086,0.2554,-0.0798,0.0657,vert_jump,-0.3285,slide,46.8,42.7,10.5,relies(+0.0094) | relies on(+0.0071) | heavy(+0.0069) | struggles to(+0.0063) | struggles(+0.0061),hunter(-0.0069) | away from(-0.0067) | teams(-0.0063),0.5287,wingspan,0.0708,0.86,0.759,0.962,62.7,0.539,made(+0.0002) | while(+0.0002) | high(+0.0001) | plan(+0.0001) | himself(+0.0001),knows how(-0.0002) | knows(-0.0002) | against double(-0.0002),0.0263,-0.067,0.0272,hand,0.0417
Anthony Hill,LB,Texas,49,beast,53_man,20.2,45.0,8.5,26.4,tackle(+0.0055) | zone(+0.0039) | long arms(+0.0035) | around(+0.0034) | who(+0.0033),take on(-0.0046) | take(-0.0045) | games(-0.0039),-0.1723,-0.086,-0.251,-0.0798,0.0583,broad_jump,0.6298,slide,88.1,10.2,1.7,take on(+0.0115) | take(+0.0106) | sized athlete(+0.0067) | relies(+0.0058) | font(+0.0055),to react(-0.0071) | still(-0.0071) | hill(-0.0064),0.5252,broad_jump,1.8435,0.856,0.755,0.957,65.2,0.558,made(+0.0003) | take(+0.0002) | six(+0.0002) | high(+0.0001) | decisive(+0.0001),movements(-0.0002) | ball(-0.0001) | drive(-0.0001),0.0261,-0.067,0.0272,broad_jump,0.0143
Gabe Jacas,EDGE,Illinois,50,beast,out_of_league,6.9,41.3,9.6,42.2,defender(+0.0050) | run defender(+0.0047) | size(+0.0041) | boundary(+0.0033) | for his(+0.0032),offensive(-0.0052) | school history(-0.0045) | in school(-0.0042),-0.2264,1.2715,0.0426,-0.0231,0.155,40yd,2.0287,consensus,11.7,86.4,1.9,weight(+0.0064) | offensive tackles(+0.0061) | regular(+0.0057) | player(+0.0049) | with speed(+0.0048),font(-0.0099) | grade(-0.0073) | some(-0.0060),1.0657,40yd,0.6778,0.847,0.746,0.949,48.2,0.408,sacks(+0.0002) | to power(+0.0002) | take(+0.0001) | four(+0.0001) | runway(+0.0001),offensive tackles(-0.0003) | rusher(-0.0002) | versus(-0.0002),0.0259,-0.067,0.0146,hand,-0.0226
Jake Golday,LB,Cincinnati,51,beast,53_man,14.9,43.7,5.0,36.4,zone(+0.0047) | offensive(+0.0044) | offensive linemen(+0.0039) | which(+0.0035) | with his(+0.0034),room(-0.0060) | defender(-0.0044) | while(-0.0036),-0.1701,-0.086,-0.251,-0.0859,0.0781,broad_jump,0.6137,slide,80.7,17.0,2.3,font(+0.0053) | take on(+0.0052) | windows(+0.0050) | tall(+0.0049) | take(+0.0048),still(-0.0083) | room(-0.0080) | him to(-0.0067),0.5184,broad_jump,1.7964,0.847,0.746,0.948,58.6,0.496,linebacker(+0.0002) | while(+0.0002) | be caught(+0.0002) | room(+0.0001) | pro(+0.0001),awareness(-0.0002) | because of(-0.0001) | recognition(-0.0001),0.0258,-0.067,0.0293,broad_jump,0.014
Chris Bell,WR,Louisville,52,beast,out_of_league,30.0,27.3,8.2,34.5,his size(+0.0050) | size(+0.0046) | acl(+0.0037) | shoulder(+0.0035) | displays(+0.0033),slot(-0.0046) | blocking(-0.0046) | needs to(-0.0045),-0.2235,1.2715,-0.1719,-0.0331,0.2434,weight,0.2642,consensus,46.5,51.0,2.5,bell(+0.0102) | made(+0.0066) | go(+0.0060) | player(+0.0053) | best(+0.0050),straight(-0.0069) | late(-0.0062) | handed(-0.0052),1.0518,weight,-0.0842,0.809,0.708,0.911,57.2,0.463,made(+0.0003) | percent(+0.0002) | six(+0.0001) | between the(+0.0001) | slot(+0.0001),the middle(-0.0002) | middle(-0.0002) | routes(-0.0002),0.0256,-0.067,0.0209,hand,-0.0474
Eli Stowers,TE,Vanderbilt,53,beast,roster_bubble,31.2,16.0,46.3,6.6,percent(+0.0076) | percent of(+0.0075) | receiving(+0.0049) | receiving yards(+0.0036) | backside(+0.0034),required(-0.0039) | shoulder(-0.0035) | asked(-0.0030),-0.0547,-0.8813,0.1604,-0.1679,-0.0381,vert_jump,0.8605,consensus,25.2,71.3,3.5,quarterback(+0.0082) | injuries(+0.0071) | high school(+0.0069) | snaps(+0.0064) | coverages(+0.0061),competes(-0.0079) | which required(-0.0061) | fbs(-0.0049),1.0448,vert_jump,0.0992,0.933,0.832,1.0,47.2,0.44,tight(+0.0003) | tight ends(+0.0003) | ends(+0.0002) | school(+0.0002) | percent(+0.0002),in traffic(-0.0002) | after(-0.0002) | catch(-0.0002),0.0254,-0.067,0.0335,wingspan,0.0055
Chris Brazzell,WR,Tennessee,54,beast,53_man,13.8,35.1,34.9,16.3,zone(+0.0036) | right(+0.0031) | hands(+0.0029) | them(+0.0028) | become(+0.0027),receiving(-0.0066) | defenders(-0.0046) | make(-0.0038),-0.1667,-0.086,-0.3076,-0.006,0.0888,wingspan,-0.4663,consensus,48.2,49.0,2.8,off the(+0.0049) | his routes(+0.0047) | catching(+0.0046) | go(+0.0045) | special teams(+0.0045),tracking(-0.0067) | some(-0.0057) | tracking skills(-0.0050),1.0378,vert_jump,0.1023,0.805,0.703,0.906,48.8,0.393,does not(+0.0002) | defenders(+0.0002) | sink(+0.0001) | past(+0.0001) | star(+0.0001),routes(-0.0003) | mid(-0.0002) | air(-0.0002),0.0253,-0.067,0.002,hand,0.03
Dangelo Ponds,CB,Indiana,55,beast,53_man,11.6,41.6,20.6,26.2,zone(+0.0056) | air(+0.0047) | around(+0.0043) | arms(+0.0038) | which(+0.0037),punt(-0.0049) | while(-0.0047) | some(-0.0044),-0.1656,-0.086,-0.1473,-0.0736,0.0732,height,0.0,slide,56.9,37.5,5.6,struggles to(+0.0068) | struggles(+0.0065) | drive(+0.0061) | air(+0.0061) | receivers(+0.0055),blocked(-0.0085) | because of(-0.0078) | because(-0.0072),0.5048,height,0.0,0.821,0.72,0.923,53.2,0.437,while(+0.0002) | punt(+0.0002) | returns(+0.0002) | school(+0.0002) | indiana(+0.0002),air(-0.0004) | routes(-0.0003) | the air(-0.0003),0.0251,-0.067,0.0251,height,-0.0
Germie Bernard,WR,Alabama,56,beast,out_of_league,27.8,22.9,20.0,29.3,alabama(+0.0049) | create(+0.0047) | does(+0.0041) | to create(+0.0041) | will(+0.0037),slot(-0.0083) | the slot(-0.0074) | the backfield(-0.0046),-0.2176,1.2715,-0.1719,-0.0364,0.1928,arm,0.1291,consensus,34.5,62.2,3.3,alabama(+0.0114) | room(+0.0075) | high(+0.0053) | this(+0.0053) | football(+0.0052),into(-0.0048) | space(-0.0048) | competition(-0.0042),1.0239,3cone,0.1224,0.833,0.731,0.934,50.7,0.422,slot(+0.0002) | just(+0.0002) | the slot(+0.0002) | tight(+0.0002) | michigan(+0.0002),routes(-0.0002) | leading(-0.0002) | the middle(-0.0002),0.0249,-0.067,0.023,hand,-0.0377
AJ Haulcy,S,LSU,57,beast,53_man,8.9,69.0,4.4,17.8,lsu(+0.0053) | zone(+0.0049) | which(+0.0042) | leads(+0.0037) | with his(+0.0035),keep(-0.0052) | himself(-0.0039) | while(-0.0038),-0.1633,-0.086,0.0791,-0.0798,0.0653,height,0.0,consensus,32.8,61.6,5.6,houston(+0.0076) | special(+0.0067) | player(+0.0063) | leads(+0.0063) | teams(+0.0060),some(-0.0063) | ability to(-0.0056) | tackles per(-0.0055),1.0169,height,-0.0,0.816,0.714,0.917,77.9,0.635,slot(+0.0002) | himself(+0.0002) | pounds(+0.0002) | until(+0.0002) | while(+0.0002),pedal(-0.0002) | lsu(-0.0002) | ball(-0.0002),0.0247,-0.067,0.0272,height,-0.0
Keylan Rutledge,IOL,Georgia Tech,58,beast,out_of_league,30.4,13.6,20.6,35.4,center(+0.0063) | tech(+0.0045) | will(+0.0038) | recovery(+0.0031) | broad(+0.0031),years(-0.0061) | heavy(-0.0044) | leverage(-0.0038),-0.2146,1.2715,0.333,-0.0464,0.0962,40yd,1.0178,consensus,23.4,73.1,3.5,johnson(+0.0076) | player(+0.0068) | snaps(+0.0058) | games the(+0.0055) | lead(+0.0047),guard(-0.0102) | drive(-0.0075) | heavy(-0.0072),1.01,40yd,0.3401,0.873,0.772,0.975,44.0,0.384,center(+0.0003) | defenders(+0.0002) | guard(+0.0002) | times(+0.0002) | have(+0.0001),drive(-0.0003) | middle(-0.0002) | inconsistent(-0.0002),0.0246,-0.067,0.0293,3cone,-0.0052
Derrick Moore,EDGE,Michigan,59,beast,53_man,17.6,57.5,7.8,17.1,offensive(+0.0059) | offensive tackles(+0.0047) | inside(+0.0045) | the edge(+0.0040) | edge(+0.0038),run defender(-0.0047) | defender(-0.0039) | while(-0.0037),-0.1611,-0.086,0.1304,-0.0244,0.0748,broad_jump,0.5642,slide,92.0,5.7,2.3,open(+0.0068) | font(+0.0053) | arm(+0.0053) | take on(+0.0052) | tightness(+0.0051),edge(-0.0074) | turning(-0.0065) | do(-0.0064),0.4911,broad_jump,1.6513,0.868,0.767,0.97,75.1,0.652,to power(+0.0002) | tight(+0.0002) | michigan(+0.0002) | extension(+0.0002) | while(+0.0002),moore(-0.0004) | offensive tackles(-0.0002) | rusher(-0.0002),0.0244,-0.067,0.0083,hand,0.0426
Gennings Dunker,OT,Iowa,60,beast,53_man,14.9,46.6,3.5,35.0,tackle(+0.0080) | offensive(+0.0053) | zone(+0.0046) | redirect(+0.0037) | hands(+0.0037),defenders(-0.0041) | keep(-0.0035) | attack(-0.0032),-0.16,-0.086,0.1025,-0.0798,0.0237,vert_jump,-0.1876,consensus,19.7,76.0,4.3,that(+0.0074) | school(+0.0050) | blocker(+0.0048) | back(+0.0048) | his first(+0.0047),guard(-0.0086) | drive(-0.0079) | staying(-0.0068),0.996,40yd,0.3753,0.902,0.801,1.0,61.5,0.555,iowa(+0.0002) | school(+0.0002) | on an(+0.0002) | blocker(+0.0002) | defenders(+0.0002),drive(-0.0004) | moore(-0.0002) | as pass(-0.0001),0.0242,-0.067,0.0272,wingspan,0.0054
Keionte Scott,CB,Miami (FL),61,beast,53_man,15.8,63.2,5.4,15.6,cornerback(+0.0045) | right(+0.0043) | zone(+0.0042) | which(+0.0039) | could(+0.0037),games(-0.0041) | defender(-0.0035) | line(-0.0031),-0.1589,-0.086,-0.1473,-0.0859,0.0572,broad_jump,0.4885,slide,83.3,10.8,6.0,struggles to(+0.0071) | struggles(+0.0068) | take on(+0.0059) | below average(+0.0057) | below(+0.0057),nickel(-0.0103) | best(-0.0102) | final(-0.0088),0.4843,broad_jump,1.4298,0.835,0.733,0.936,79.0,0.659,slot(+0.0003) | made(+0.0002) | downhill(+0.0002) | himself(+0.0001) | working(+0.0001),cornerback(-0.0004) | knows(-0.0002) | timing(-0.0002),0.0241,-0.067,0.0293,hand,-0.0415
Josiah Trotter,LB,Missouri,62,beast,53_man,17.2,39.9,4.1,38.8,which(+0.0060) | tackle(+0.0048) | feel(+0.0044) | quickly(+0.0040) | all(+0.0035),pro(-0.0038) | missouri(-0.0038) | leave(-0.0038),-0.1578,-0.086,-0.251,-0.0736,-0.0302,hand,0.1246,consensus,23.8,69.9,6.2,behind(+0.0105) | missouri(+0.0086) | because of(+0.0073) | because(+0.0069) | tigers(+0.0065),mike(-0.0117) | linebacker(-0.0097) | take on(-0.0083),0.9821,40yd,0.582,0.858,0.757,0.959,57.1,0.49,linebacker(+0.0003) | downhill(+0.0002) | pro(+0.0002) | him(+0.0002) | tight ends(+0.0002),routes(-0.0003) | energy(-0.0002) | because of(-0.0002),0.0239,-0.067,0.0251,hand,-0.0559
Treydan Stukes,CB,Arizona,63,beast,53_man,9.0,59.1,3.4,28.5,zone(+0.0058) | inside(+0.0048) | outside(+0.0043) | could(+0.0036) | ball production(+0.0034),while(-0.0049) | single high(-0.0030) | different(-0.0030),-0.1566,-0.086,-0.1473,-0.0613,0.0554,broad_jump,0.4649,slide,63.1,32.0,4.9,drive(+0.0064) | take on(+0.0058) | take(+0.0054) | too(+0.0045) | arizona(+0.0043),nickel(-0.0116) | final(-0.0087) | his final(-0.0087),0.4775,broad_jump,1.3608,0.843,0.742,0.945,68.1,0.574,while(+0.0002) | times(+0.0002) | just(+0.0001) | downhill(+0.0001) | in man(+0.0001),routes(-0.0004) | drive(-0.0003) | cornerback(-0.0002),0.0237,-0.067,0.0209,hand,0.0514
Zachariah Branch,WR,Georgia,64,beast,roster_bubble,26.0,18.0,29.3,26.7,percent(+0.0099) | percent of(+0.0098) | career(+0.0053) | his career(+0.0041) | line(+0.0035),special(-0.0041) | slot receiver(-0.0034) | fbs(-0.0032),-0.0507,-0.552,0.4177,-0.0418,-0.1313,40yd,-0.9199,slide,67.0,30.7,2.3,slot receiver(+0.0092) | target(+0.0081) | catches(+0.0076) | receiver(+0.0060) | relies(+0.0059),return(-0.0143) | special teams(-0.0090) | backfield(-0.0083),0.4741,broad_jump,1.4877,0.868,0.766,0.969,43.9,0.381,slot(+0.0003) | percent(+0.0003) | just(+0.0002) | value(+0.0002) | allowed(+0.0002),routes(-0.0003) | after(-0.0002) | the catch(-0.0002),0.0236,-0.0664,0.0083,hand,0.03
Caleb Tiernan,OT,Northwestern,65,beast,53_man,7.0,54.4,16.6,22.0,tackle(+0.0114) | redirect(+0.0079) | left tackle(+0.0062) | offensive(+0.0054) | inside(+0.0044),some(-0.0052) | blocker(-0.0035) | defenders(-0.0033),-0.1544,-0.2306,0.1025,-0.0613,0.0233,height,0.1692,consensus,45.9,50.2,3.9,his anchor(+0.0067) | left tackle(+0.0059) | blocker(+0.0055) | room(+0.0053) | hand(+0.0049),straight(-0.0093) | some(-0.0089) | at right(-0.0059),0.9612,3cone,0.1211,0.857,0.756,0.958,61.4,0.526,into his(+0.0002) | blocker(+0.0002) | right tackle(+0.0002) | have(+0.0002) | rushers(+0.0001),for his(-0.0002) | starts(-0.0002) | strike(-0.0001),0.0234,-0.0664,0.0209,hand,0.0693
Domonique Orange,DL,Iowa State,66,beast,53_man,12.1,39.1,21.7,27.1,offensive(+0.0040) | tackle(+0.0035) | offensive linemen(+0.0035) | timing(+0.0031) | hands(+0.0030),the past(-0.0050) | room(-0.0047) | to be(-0.0034),-0.1533,-0.2306,0.2554,-0.0736,0.0481,wingspan,-0.1416,consensus,35.2,61.6,3.2,weight(+0.0088) | room(+0.0084) | his weight(+0.0069) | high(+0.0060) | games the(+0.0054),font(-0.0109) | grade(-0.0081) | struggles to(-0.0068),0.9542,weight,-0.0527,0.838,0.737,0.94,51.2,0.429,the past(+0.0002) | extension(+0.0002) | pounds(+0.0002) | center(+0.0002) | iowa(+0.0002),production(-0.0002) | rusher(-0.0002) | timing(-0.0002),0.0232,-0.0664,0.0251,hand,-0.031
Keith Abney,CB,Arizona State,67,beast,53_man,6.5,45.3,13.2,35.1,zone(+0.0063) | around(+0.0039) | right(+0.0038) | in all(+0.0034) | hands of(+0.0033),while(-0.0043) | he has(-0.0040) | in man(-0.0038),-0.1522,-0.2306,-0.1473,-0.0552,0.0352,wingspan,0.3318,consensus,14.2,82.1,3.8,that(+0.0068) | zone(+0.0065) | gets(+0.0063) | you(+0.0062) | coverages(+0.0059),drive(-0.0064) | and drive(-0.0057) | straight(-0.0054),0.9472,40yd,0.4974,0.791,0.689,0.892,51.8,0.409,allowed(+0.0002) | while(+0.0002) | in man(+0.0002) | he allowed(+0.0002) | just(+0.0001),routes(-0.0004) | drive(-0.0003) | cornerback(-0.0003),0.0231,-0.0664,0.0188,hand,-0.0518
Dani Dennis-Sutton,EDGE,Penn State,68,beast,53_man,11.8,49.8,4.5,33.9,the edge(+0.0043) | edge(+0.0040) | arms(+0.0040) | long arms(+0.0037) | around(+0.0036),tight(-0.0045) | attack(-0.0035) | past(-0.0031),-0.151,-0.2306,0.1304,-0.0306,0.062,wingspan,-0.324,consensus,23.7,71.8,4.5,blocked(+0.0089) | player(+0.0072) | high(+0.0064) | isn(+0.0059) | dame(+0.0053),font(-0.0103) | grade(-0.0076) | solid(-0.0062),0.9403,40yd,0.5652,0.827,0.725,0.928,61.6,0.509,tight(+0.0002) | sacks(+0.0002) | school(+0.0002) | high(+0.0002) | himself(+0.0001),knows how(-0.0002) | rusher(-0.0002) | knows(-0.0002),0.0229,-0.0664,0.0104,hand,-0.0319
Mike Washington,RB,Arkansas,69,beast,53_man,13.1,47.4,4.7,34.8,offensive(+0.0038) | balance(+0.0030) | issues(+0.0030) | washington(+0.0029) | wide(+0.0028),defenders(-0.0041) | cut(-0.0040) | some(-0.0036),-0.1499,-0.2306,-0.1413,-0.0921,0.0704,wingspan,-1.1098,slide,86.7,10.6,2.7,washington(+0.0187) | open(+0.0089) | open field(+0.0076) | sized athlete(+0.0067) | runs with(+0.0062),jr(-0.0106) | backfield(-0.0082) | where he(-0.0064),0.457,broad_jump,2.0273,0.855,0.753,0.956,60.6,0.518,downhill(+0.0002) | pro(+0.0002) | defenders(+0.0002) | not have(+0.0001) | just(+0.0001),washington(-0.0004) | leading(-0.0002) | after(-0.0002),0.0227,-0.0664,0.0314,wingspan,0.0535
