"","full_name","school","blurb1","blurb2","pros_a_cons"
"245","Jaycee Horn","S CAROLINA","The 2021 cornerback class is loaded with prospects who had parents that played in the NFL. Jaycee Horn, like Patrick Surtain II and Asante Samuel Jr., watched his dad play in the league, as he is the son of former Kansas City Chiefs, New Orleans Saints and Atlanta Falcons wideout Joe Horn. Jaycee was a highly regarded cornerback recruit coming out of Georgia’s Alpharetta High School in 2018. He was tagged as just a three-star recruit by 247Sports but received more than 40 scholarship offers from around the country, including South Carolina, Tennessee and Alabama. He originally School committed to Tennessee but flipped to the Gamecocks later in the process.","Horn is still a little rough around the edges, but he has the skill set and mentality you want from a man corner. He wants to physically challenge every receiver he faces — sometimes overly so. He'll have to reel that in a bit once he gets to the league. But that's much easier than teaching a guy to JAYCEE HORN play with Horn's intensity. His tape against Auburn's Seth Williams was as impressive as it gets. He allowed only two catches on 10 targets for 55 yards with two picks and five pass breakups in that","Man-corner mentality. In opponent's grill every snap. Fights to stay on top of routes and box to sideline. Refuses to get stacked. So quick to look back and locate the football as soon as he's in good position. Terrific at the catch point. Has size to continue - that in the . Have to reel in his physical play style. Five penalties on snaps this year. Tick slow to react at route breaks. Needs the physical contact. Horn has the physical skill set and, more importantly, the mindset Reckless tackler. Eschews technique for lunging to be a top press-man corner in the . wildly. Was a little more jumpy in . Eyes can get wide in off coverage."
"246","Shemar Jean- Charles","APPALACHIAN ST","Shemar Jean-Charles was listed as just a two-star defensive back by 247Sports coming out of Florida’s Miramar High School in 2016 but still received scholarship offers from Appalachian State, Bowling Green, Cincinnati and Miami (OH), among others. He was named second-team all-county as a senior at Miramar. School","Jean-Charles was one of the most productive cornerbacks in college football over the past two seasons. In fact, his 27 forced incompletions leads all players in college football over that span. When you flip on the tape, though, that number is far less impressive. Yes, Jean-Charles plays the catch SHEMAR JEAN-CHARLES point tremendously well for his size, but a good deal of those forced incompletions came when he was originally beaten, only to be brought back in by an errant throw. His instincts and change-of-","Terrific at reading the through the receiver and not biting on one or the other. Silky smooth hips. Barely loses speed on his transitions. Violent at the catch point. pass breakups on targets the past two years. - Listed at -foot-, pounds, but doesn't look close to that on tape. Easily moved. Speed is below-average. Unlikely to hold up on outside. Jean-Charles is likely a slot-only player. While he's a Numbers inflated by competition and a lot of off- middling athlete, his instincts could still have success there. target passes. Not quite the physical presence as a tackler you'd want from the slot."
"247","Kelvin Joseph","KENTUCKY","A native of Baton Rouge, Louisiana, and a graduate of Scotlandville Magnet High School, Kelvin Joseph originally committed to LSU as a four-star defensive back in the 2018 recruiting class. He picked the Tigers over offers from Florida State, Alabama and Auburn, among others. He earned multiple first-team honors over the course of his preps career and scored 13 combined touchdowns as a kick returner, a punt returner and a ball-hawking defensive back. He also recorded 113 tackles, 12 tackles for loss and three interceptions as a senior. School","Joseph started his career at LSU, where he played 222 snaps as a true freshman, before curiously entering the transfer portal after being suspended for the Fiesta Bowl that year. He sat out 2019 and then started for the Wildcats as an outside corner this past fall. He had an up-and-down year but KELVIN JOSEPH showed out when the lights shined the brightest against Alabama. In that game, he allowed no catches on three targets and notched a pick. NFL teams chase that high-end early on in the draft,","Long and super fluid athlete with easy movement skills. Plays a confident brand of football — necessary to be elite at the position. Drive out of pedal is legit. Pick-six vs. Tennessee was pure burst. Plus tackler and willing to come downhill in run - game. Too easily buys what receivers are selling. Will go for slightest head fake. Gets by on pure reaction. Not much anticipation to his game. Joseph possesses tools that could go in the top with more Such limited experience in man coverage. Only seasoning. There's little of that in his game at this point, though. snaps all of . Past suspension and rumored off-field issues."
"248","Deommodore Lenoir","Height & Weight","Lenoir played high school football at Bishop Mora Salesian in Los Angeles, California, and was a highly coveted recruit on the national stage who had scholarship offers from over 30 FBS teams, including Alabama, Florida, LSU, Michigan, Notre Dame, Oklahoma, USC and Washington. As a senior, Lenoir had 108 carries for 1,172 yards and 17 touchdowns to go along with 663 receiving yards and seven touchdowns. Lenoir also threw for 595 yards and six touchdowns, combining for 2,430 yards of total offense. On defense, he notched 52 tackles, one interception and two forced fumbles. He was invited to play in the 2017 U.S. Army All-American bowl, advanced to the finals of Nike’s The Opening and was selected for USA School Football’s Under-19 team. Lenoir was rated the No. 1 athlete and the No. 54 prospect in the class by Rivals. OREGON ESPN, Rivals and 247Sports tagged him as a four-star prospect.","Lenoir may have three years of starting experience and four years of total playing time for the Ducks, but there's a reason why he failed to receive a Senior Bowl invite while teammate Thomas Graham Jr. did. Lenoir doesn't have the physical profile to stick at outside corner in the NFL; he's not DEOMMODORE LENOIR particularly long, nor is he particularly fast. What he is, however, is physical to a fault. He's arguably the best tackling corner in the class and relishes the opportunities. Sadly, we never got to see him in","Exceptional tackler for the position. Nine misses on career attempts. Very solidly built lower half. He's not going to get jostled around. Wants to be a bully at the line of scrimmage. Played press snaps in his career. Fights to establish leverage down the field. Not - content to play from 's back hip. Doesn't have man-coverage-type athletic ability. Limited athlete. Consistently exposed in the red zone. Has given up touchdowns in his career. Lenoir is unlikely to stick at corner in the . With the physical brand Where's the playmaking in zone coverage? Not of football he plays, don't be surprised if he's moved to safety. particularly instinctual. Very little in the way of improvement over his college career. Tapped out as outside corner."
"249","Zech Over The Course Of His Preps Career. He Also Recorded More Than 1,000 All-Purpose Yards And 17 Total","TEXAS TECH","Zech McPhearson received close to 20 scholarship offers as a four-star cornerback recruit coming out of Maryland’s Riverdale Baptist School in the 2016 class. He originally committed to Penn State over offers from Alabama, Boston College and Clemson, among others. He totaled 14 interceptions and 37 passes defensed MCPHEARSON touchdowns during his junior and senior seasons. He has six brothers and one sister. His father played defensive back for Boston College, and he has multiple siblings who have played or are currently playing collegiate sports. School","McPhearson struggled to see the field at Penn State early in his career, so he transferred to Texas Tech and started for the past two seasons. The fact that he didn't get torched like most Big 12 corners over that span already puts him in good company. McPhearson doesn't profile as a lockdown ZECH MCPHEARSON corner, however. His calling card is his versatility, as he can bounce between outside and the slot without missing a beat. The smoothness and burst you'd want to see from a starter aren't quite","Understands leverage. Exceptional at taking receivers off their paths. At -foot-, pounds with -inch arms, he can line up anywhere defensively. Consistent but unspectacular tackler. Only three misses on attempts in . % Flashed versatility that the will love. - snaps in the slot last year. Drive at the top of routes leaves a lot to be desired. Burst is lacking. Eyes drift into the backfield too easily in zone. Can get caught staring. McPhearson is a versatile corner who can get by physically. He at Doesn't stay on balance in his pedal and no least profiles well to special teams. urgency coming out of it. No special physical tools to hang his hat on."
"250","Then Was Drafted In The Second Round By The Then Oakland Raiders In 2017. At 6-Foot-4, 224 Pounds, Obi Recorded A 4.40s 40-Yard Dash, 44-Inch Vertical And An 11-Foot-9 Broad Jump At The 2017 Nfl Scouting","SYRACUSE","Ifeatu Melifonwu was born May 1999 in Boston, Massachusetts, per Syracuse’s official athletic site. You may recognize the last name because his older brother, Obi, starred at safety for Connecticut from 2013-16 and IFEATU MELIFONWU Combine. Obi has since bounced around the league and is currently on a reserve/future contract with the San Francisco 49ers. Ifeatu is a rare breed in his own right. The 6-foot-3, 213-pounder is long and athletic like his brother; he played running back, receiver and defensive back for Grafton High School and recorded over 1,876 rushing yards and 25 touchdowns as a senior. He also played basketball, lacrosse and ran track. However, School Michigan and Syracuse were the only two Power 5 schools that offered him as a three-star recruit in 2018.","The younger Melifonwu already plays the position that many thought his older brother and second- round pick, Obi, should switch to. While both brothers are physical freaks, each suffers from a distinct lack of physicality. One would think a 6-foot-3, 213-pound corner like Melifonwu would be a IFEATU MELIFONWU dog at the line of scrimmage, but that couldn't be further from the case. He excelled because of his smooth hips and long speed, not because he wanted to engulf receivers at the line. While it's far less","Rare athlete for his size. Don't see many corners with his build. Wingspan to alter the catch point consistently. Gives so much room for error. Explosive burst that shows up breaking on digs/posts. Smooth transitions for a player his size. Easy - glider. Does not play to his size at all. Could bully guys, but doesn't. Takes a bit to throttle down on stops and comebacks. Melifonwu has unicorn physical ability. Can you coach him to be a Overall feel for the position is lacking. No little more domineering? instinctive breaks in zone. Not a ton of press experience. Only press snaps over past two years."
"251","Bryan Mills","UNC CENTRAL","Bryan Mills didn’t receive any scholarship interest coming out of California’s Quartz Hill High School in 2017. He continued his college football career by going down the JUCO route and playing for the College of Canyons for two seasons (2017-18). He played in eight games over the two-year JUCO stretch and then transferred to NCCU for the 2019 and 2020 seasons. School","Anytime a small-school player earns a Senior Bowl invite, you can be certain they're bringing physical traits to the table. Mills is a long, physical corner with some tremendous ball skills. His tape is littered with him high-pointing footballs like a wide receiver. What's not on his tape, though, is BRYAN MILLS down-to-down stickiness that you'd hope was a given at that level. He's sloppy with his technique because he could be, but that got exposed at the Senior Bowl. If he can add some muscle and test","Long, lean corner. -inch arms are ideal for the ( Data – No Ranks or Percentiles) position. No soft-press on his tape. He's making sure to hit you at the line. Ball location and hands are major pluses. Attacks like a receiver. - Burst and speed are average. Recoverability is suspect. Takes far longer than you'd like throttling down on the move. Mills is more an athlete than an actual cornerback. His traits may Hasn't faced anything close to competition not be worth taking a chance on with a pick, though. outside of Senior Bowl. Lowest-graded cornerback in the one-on-ones at the Senior Bowl."
"252","Elijah Molden","WASHINGTON","Elijah Molden earned 6A all-state honors at cornerback and second-team honors at running back as a senior at Oregon’s West Linn High School. Tagged as a four-star recruit by 247Sports as part of the 2017 class, Molden received close to 10 offers and took official visits to Washington, Oregon and Stanford before committing to the Huskies. He is the second-oldest of eight children in his family. His dad, Alex Molden, is a member of the University of Oregon Hall of Fame and was an eight-year NFL cornerback. School","There has not been a better slot cornerback in college football over the past two years than Molden. If that's all you want from him at the NFL level, he's a pretty safe bet. The question, though, is whether he can do more than that. Washington dabbled with him as a true safety the last game of ELIJAH MOLDEN 2020, but that's not enough to make any sweeping conclusions. With how physical he is as a tackler — only 22 misses on 172 career attempts — and at the catch point, I think he's more than worth a","One of college football's best at transitioning to ( Data – No Ranks or Percentiles) vertical routes from slot. Targeted missile as a tackler. misses on career attempts. Got his hands on passes over past year and a half. Playmaker. No fear despite size. Rarely felt like an issue on - tape. Only a slot corner over course of career. Dabbled at safety in final game of . Lack of length makes transition to safety a difficult one. Could scare teams off. The slot corner is a starter in today's , and Molden is about as Wants to take on blocks in run game, but won't safe a bet there as anyone in the draft class. realistically do so in box."
"253","Israel Mukuamu","S CAROLINA","Mukuamu is originally from Moncks Corner, South Carolina, but moved to Louisiana before his senior year of high school. He was heavily recruited as a three-star defensive back coming out of Parkway High School in Bossier City, Louisiana. He received 20 scholarship offers and took visits to Purdue, Indiana, Georgia, Florida State and South Carolina before committing to the Gamecocks. South Carolina was the first school to offer him. School","Mukuamu isn't for everyone. His 6-foot-4, 205-pound frame means a team has to have a role for him, as he's not going to be able to do everything a 6-foot corner can. He can eliminate bigger receivers with his physicality, but it can get ugly if he can't get his hands on guys. That was ISRAEL MUKUAMU abundantly clear in the six games he played this season before opting out. Mukuamu's lack of versatility and need for a defined role will undoubtedly hurt his draft stock. If you're a team that plays","Enormous, long cornerback at -foot-. Can block out the sun. Can take receivers out of progression at the line of scrimmage. Very sound tackler with wide tackle radius. Six misses on career attempts. Took advantage of his chances. Seven career - picks with only one dropped . Brutal reps from off coverage. Penalties were a big issue when he played more press in ( penalties). Mukuamu is likely pigeonholed into a matchup specialist role in Turns like an -wheeler. That showed on his the with an emphasis on press coverage. limited snaps at safety in . Foot quicks and balance aren't there to defend full route tree."
"254","Greg Newsome","NORTHWESTERN","Tagged as a three-star recruit by 247Sports coming out of IMG Academy in 2018, Greg Newsome received nearly 30 scholarship offers from schools including Boston College, Arkansas and Northwestern. He played his sophomore and junior seasons at Illinois’ Glenbard North High School before transferring to IMG for his senior season. He logged 15 tackles, two interceptions and 15 passes defensed as a senior. He was an early enrollee at Northwestern and verbally committed to the Wildcats in April 2017. School","It may have been only six games and 387 snaps, but Newsome's 2020 season vaulted him up the PFF draft board. That's what happens when you allow only 12 catches on 34 targets and fewer than 100 yards all season. At 6-foot-1, 190 pounds, Newsome flashed a terrific all-around skill set. He GREG NEWSOME made plays with breaks from off coverage as well as matching up at the line of scrimmage in press man. We just wish we could have seen more snaps from him. He excused himself well against his injury.","Very patient zone eyes. Not getting caught out of position. Exceptional at playing deep to shallow. Allowed one catch on targets of + yards in . Good length for the position and already plays catch point well. Feet that can dance. No clunkiness to his game. - Very little closing juice. Not many plays athletically that open your eyes. A lot of sitting high on top of routes in Northwestern's zone defenses. While he played in a zone-heavy scheme, Newsome has a Saw very little legit talent outside of Ohio scheme-versatile skill set at the next level. State game in . Slight frame. Jostled around by receivers downfield too easily."
"255","Antonio Phillips","BALL ST","Listed as just a two-star defensive back, per 247Sports, coming out of Missouri’s Kirkwood High School in 2017, Antonio Phillips committed to Ball State — his only FBS offer. His father played college football at Illinois, and his cousin, Markus Golden, is an NFL edge defender for the Arizona Cardinals and a former standout at Missouri. School","Phillips is maybe the one guy who didn't get a Senior Bowl invite that I wish would have. He has an intriguing skill set with some suddenness to his game in addition to above-average length. His tape is a bit of a roller coaster, though, as he's incredibly pick-happy and seemingly does things to try to ANTONIO PHILLIPS bait quarterbacks into throwing his way. That's a no-go unless you're a seasoned NFL veteran. Those sorts of things have to be cleaned up, but he still produced in the MAC.","Plays with excellent balance. Always under control and able to react. Long, -inch arms despite being under -foot. Solid lower half. Not a big corner, but won't be pushed around, either. Three years of above-average production in - coverage. Too content out of phase. Doesn't work to establish leverage. Can get lackadaisical at times and allow himself to get stacked by lesser athletes. Phillips has an excellent developmental skill set, but he needs to Eyes in off coverage are worrisome. Easily clean up the sloppiness littered throughout his tape. manipulated by quarterback. Press technique is a mess. No physicality at the line."
"256","Aaron Robinson","UCF","Aaron Robinson received more than 20 scholarship offers coming out of Florida’s Deerfield Beach High School as a three-star cornerback recruit (247Sports) in 2016 from schools including Alabama, Florida and Kentucky, among others. He originally committed to Florida but flipped to the Crimson Tide later in the recruiting process. Per the Orlando Sentinel, Robinson clocked a 4.55-second 40- yard dash in high school. He played in 13 games for Alabama as a true freshman but decided to transfer to UCF in the spring following that 2016 season. School","At 6-foot-1, 193 pounds, Robinson doesn't come to mind when you try to envision a ""typical"" slot corner. Some of that is because of how UCF schemed its defense, as Robinson played 321 of his 789 coverage snaps in press coverage over the past two years, but some of that is also because of AARON ROBINSON Robinson's quality quicks combined with his willingness to hit people. Let's say he's not someone who is content sitting on blocks on screens. Still, with how different the slot is from outside, it's a","Legit short-area burst, especially for a taller corner. Down to mix it up. He came downhill and attacked screens very well. Easily has the ""want to"" to play safety or in the box if a team needs him there. Quick to recognize routes. It's likely why he was - put in the slot in the first place. Almost exclusively slot over his career despite having the size for outside. Little slow to get on his horse on his transitions to vertical routes. Stacked a lot. Robinson has an appealing skill set, but it's unclear exactly where Jumpy to get outside leverage instead of staying he best slots in at the next level. patient. Leaves free seam runs. Faced very little in the way of -caliber receivers this season,"
"257","Robert Rochell","CENT ARKANSAS","Robert Rochell played football at Louisiana’s Fair Park High School and earned All-District and All- Shreveport honors as a senior in 2015. Per Central Arkansas’ official athletic site, Rochell rushed for 922 yards on 93 carries and caught 25 passes for 465 yards in addition to his three pass breakups on defense. He also finished third in the state in the 100-meter dash (10.8 seconds). However, he received zero scholarship offers as a zero-star recruit coming out of high school. Rochell made The Athletic’s Bruce Feldman’s Freak’s List in 2020 and reportedly clocked a 4.38-second 40-yard dash, School 3.89-second short shuttle and 11-foot-8 broad jump.","Rochell is going to make a front office in the NFL ask the question, ""how much do we trust our defensive backs coach?"" The Central Arkansas cornerback is a physical freak in every sense of the word, from his absurd 79-inch wingspan at only 5-foot-11 to his reported 4.38-second 40 and 3.89- ROBERT ROCHELL second short shuttle from testing last spring. Those numbers are pretty much what you get when you give all 99s to your create-a-player cornerback in Madden. The problem is that he's little more didn't win a single rep.","Real-deal make-up speed. No fear of getting (Didn’t Meet Minimum Snaps) beaten deep against the WRs he faced Great length for the position, with well-over - inch arms Closing burst matches his speed. Sensational all- around athlete. - Sloppy overall technique. Relies on purely physical tools. Slow transitions from press. Gets away with it with his speed, but he won't in the Rochell is somewhat of a blank canvas of ideal cornerback No ball awareness at the catch point. I would athleticism. Technique will have to start from the bottom up. expect some penalties in the . Poor competition level and barely got to see him at Senior Bowl. Six one-on-one reps before injury."
"258","Asante Samuel Jr","titles with St. Aquinas as a sophomore and junior.","Asante Samuel Sr. played collegiate ball at UCF and then spent 11 years in the NFL with the Philadelphia Eagles, New England Patriots and Atlanta Falcons. He was a four-time Pro Bowler (2007- 10) and a two-time Super Bowl champion in his NFL career. He was also named a first-team All-Pro in 2007 and a second-team All-Pro in 2009. Asante Samuel Jr. was a coveted four-star cornerback recruit coming out of Florida’s St. Thomas Aquinas High School as part of the 2018 recruiting class. He received more than 35 offers throughout the recruitment process and ultimately picked Florida School State over Alabama and South Carolina, among several other big-time programs. He won 7A state FLORIDA ST","If the name sounds familiar, the game will, too. Samuel is a chip off the old block with the way he sees the game. The one thing he didn't get from his father was his reputation as a tackler, where Jr. is far more willing. Undersized at 5-foot-10, 184 pounds, Samuel makes up for that with elite change- ASANTE SAMUEL JR of-direction ability. His breaks are second to none in the class and why he had eight picks plus pass breakups on only 32 targets this season. He'll be off some boards entirely because of his size, but I","Bounces in and out of breaks so easily. Special change-of-direction ability. Balance is outstanding. Stops and starts without stumbles or slips. Great feel for the position. Knows when to jump routes underneath. Ball hawk. % forced incompletion rate was his - worst single-season mark (). Too easily tossed around by some bigger receivers in college. Gets taken out by receiver blocks in the wide screen game. Bet on Samuel overcoming his size to stick at outside corner. He's Physical in press at college level but not going to that talented. fly at his size in the ."
"259","Benjamin St. Juste","MINNESOTA","The Canadian born Benjamin St. Juste was tagged as a four-star defensive back recruit and Quebec’s No. 1 overall prospect coming out of Cegep du Vieux Montreal in 2017. He, however, received just two scholarship offers: Michigan and Virginia Tech. St. Juste played in 12 games across two seasons at Michigan (2017-18) before transferring to Minnesota ahead of the 2019 season. He recorded two interceptions, 18 passes defensed and a forced fumble as a senior. Per MLive.com, his native language is French, and his first sport was hockey. At Nike’s The Opening in New Jersey, St. School Juste recorded a 4.64s 40-yard dash, 3.93s short shuttle and a 34.9-inch vertical.","We hadn't seen too much of St-Juste against top competition before the Senior Bowl this year, and the last early-round receiver he faced (K.J. Hamler) gave him the business. But by the time the Senior Bowl came to a close, it was the Canadian corner who earned the highest coverage grade in BENJAMIN ST. JUSTE the one-on-ones as well as in the full-team sessions. While he showed a diverse skill set in Mobile, you'd be crazy not to let St-Juste sit on the line of scrimmage outside in the NFL. He can erase","A pterodactyl. Has a wingspan of -plus inches (Didn’t Meet Minimum Snaps) — won't find many bigger at the position. Textbook tackler. Not going to see him throwing shoulders. Uses arms to wrap consistently. Can throttle down so well for a tall corner. Ate up hitches and comebacks Great at maintaining connection on verticals. Only - two deep catches allowed in his career. Struggles to stay low when flipping his hips. Gets upright and limits mobility. Build-up speed. Not particularly sudden when he has to get on his horse. The arrow is pointing up for St-Juste. There are very few corners Not a ton of tape. Only career coverage in the class and even the who offer a similar skill set. snaps. Clunky feet when asked to mirror quicks. K.J. Hamler put him in a blender in ."
"260","Eric Stokes","GEORGIA","Stokes played at Eastside High School in Georgia. ESPN, Rivals and 247Sports all rated him a three- star prospect. Stokes played on offense and defense at Eastside. As a senior, he collected 20 tackles, one tackle for loss, two interceptions and five passes defensed. On offense, Stokes rushed for 279 yards and two touchdowns on 41 carries. He also caught 16 passes for 183 yards and three touchdowns. He returned one kick for 84 yards. In addition to football, Stokes ran track at Eastside and won the Georgia High School Association’s Class 4A state titles as a junior in 100m and 200m. School","One thing is for sure: Georgia is going to miss Stokes in its secondary. He's been easily the most consistent corner in the SEC outside of Alabama's Patrick Surtain II over the past three seasons. In 2020, Stokes had five full games where he allowed fewer than 10 yards. He goes about his business ERIC STOKES very quietly and rarely gives opponents clean opportunities. He's no stranger to college football's lack of an illegal contact penalty, though, and does a lot of his dirty work via contacting receivers. He","Plays the catch point down the field very well. Locates hands and rakes through. Well-versed in press coverage. such snaps the past two years. Ticks the speed box. Wasn't an issue on tape. % Barely tested and stingy in . Allowed . yards - per coverage snap. Not particularly fluid altering course. Better in a straight line. Not much upper body strength. Jams can be swatted away. Despite three years of solid performances from Stokes, there's Four INTs this year not indicative of instincts ( still not a ton of ""wow"" on his tape. stopped routes and overthrows). Relies on contact with WRs along route. Grabby."
"261","Patrick Surtain Ii","ALABAMA","Patrick Surtain Sr. was a three-time Pro Bowler with the Miami Dolphins (2002-04) and played in the NFL for 11 seasons. He also coached his son, Patrick Surtain II, at Florida’s American Heritage School before the younger Surtain took his talents to Alabama. Surtain played with fellow five-star recruit and future Georgia Bulldog Tyson Campbell at American Heritage. Both Surtain and Campbell were a part of the 2018 recruiting class. Surtain was a consensus five-star recruit as part of the 2018 recruiting class that led AHS to back-to-back 5A state titles as a junior and senior. He received more School than 30 scholarship offers and took official visits to Alabama, Clemson, LSU and Miami (Fla.) before committing to the Crimson Tide.","There's not a more technically advanced and consistent cornerback in the draft class. Surtain is the rare Alabama defender who has been starting since his true freshman season. Over the past two years, no one got the better of him for a full game. He didn't allow more than 65 yards in a single game over that span despite PATRICK SURTAIN II obviously facing some of the best offenses in college football. Even at 6-foot-2, Surtain is still more than capable of tracking receivers into the slot and coming out on top. The question mark for him will be his speed, floor corner in the class.","Technician with -ready consistency. Picks up on the little tells from opposing WRs. Exceptional at line of scrimmage, even with -way go in the slot. Patient and physical. snaps in press the past two seasons. more than anyone else. , career coverage snaps are most in college - football over past years. Speed is a serious question mark. Tennessee's Josh Palmer was striding away from him. Change-of-direction ability is average. Not going to impress with zone breaks. If Surtain were an elite athlete, he could be a top-five pick. Without that, you're still getting a great corner."
"262","Keith Taylor","WASHINGTON","A graduate of California’s Servite High School in 2017, Keith Taylor received scholarship offers from Washington, Arizona State, California and Oregon, among others. He was considered a four-star cornerback by 247Sports as part of the 2017 recruiting class. He earned first-team All-Trinity League at cornerback as a senior and recorded a personal best of 10.89 seconds in the 100-meter dash as a junior. School","Taylor's tape at Washington provides a good reminder of why tall corners are in such high demand. It's because most 6-foot-3 guys move like him. He struggles mightily to change direction and doesn't have any sort of suddenness to his game. Regardless of how tall or long you are, those are KEITH TAYLOR death knells at the position. Combine that with the fact that he's a generally poor tackler, and it's hard to see him making an impact.","Height for the position that covets. (Didn’t Meet Minimum Snaps) Long wingspan to gather receivers with at the line of scrimmage. - Rounded, languid breaks. Not a crisp mover. Hips too stiff to react and catch up to the unexpected. The fact that Taylor's length translated so little to a college field Concerning ball production at his size. Nine pass is concerning. breakups on career coverage snaps. No explosiveness to his game. Speed isn't even great at full bore."
"263","Ambry Thomas","MICHIGAN","A former consensus four-star recruit and decorated Detroit preps player, Ambry Thomas received close to 40 scholarship offers, including Auburn, Florida, Miami (Fla.), Ohio State, Oklahoma, Notre Dame, among others. He took official visits to Penn State, Michigan and Arizona before choosing to stay in state and commit to the Wolverines. He played offense and defense in high school and racked up more than 900 receiving yards, 14 touchdowns, 44 tackles, three interceptions and 14 passes defensed as a senior at Martin Luther King High School in 2016. School","Thomas is quite easily one of the biggest unknowns in the entire cornerback class — for several reasons. The first is because we haven't seen him since 2019 after opting out this year; the second is because he only saw 401 coverage snaps and 57 targets in the three years he was at Michigan. In a AMBRY THOMAS Michigan scheme that's been very favorable for their corners in the past, Thomas never quite played as fast as his reported athleticism. He allowed 20-plus-yard catches in six of his 13 games in 2019,","Ticks the speed box. More than enough to hold up ( Data – No Ranks or Percentiles) outside. Press-man-heavy Michigan scheme is great for pro projection. Had such snaps in . Physical, all-around player and tackler. Only four career missed tackles. Never gave up more than yards in coverage in - any game in his career. Lacks burst out of breaks. Doesn't close ground at top of routes the way you want to see. Too thin at the moment. Physical receivers can bounce him around. We wish we could have seen more of Thomas. He needs to have Hasn't been tested much. Only targets his gotten considerably stronger since last playing. entire college career. Only one year as a starter and didn't see snaps in after opting out."
"264","Bryce Thompson","TENNESSEE","Bryce Thompson first verbally committed to Virginia Tech before flipping his commitment to South Carolina. However, per Dane Brugler of The Athletic, “off-field reasons” kept him from officially joining the Gamecocks. He was ultimately a late add for Tennessee in the recruiting process and was considered a four-star athlete by 247Sports. He earned first-team all-state honors in his senior season at South Carolina’s Dutch Fort High School after totaling 1,369 rushing yards, 630 receiving yards and 35 touchdowns. School","Thompson declared early after three years as a starter for Tennessee. He's been a steady presence on the outside for the Volunteers, allowing fewer than 30 catches in every season as a starter. This past year was easily his best, as he set career highs in coverage and run-defense grades as BRYCE THOMPSON Tennessee moved him around far more than they had in years past. He attacks ball carriers and footballs on tape exactly the way you want a corner to at the next level. The uncoachable parts he","Gamer. Competitive-corner mentality and plays bigger than listed size. Violent at the catch point. No let up. Plus instincts for the position despite being relatively new to it. % Three years of starting against competition. - Played , snaps over his career.. Make-up speed not where you want it to be. No closing ability deep. Undersized to stay on the outside. Can get jostled around by big receivers. Thompson has a lot of traits that will profile well to the slot in the Tackles high and tries to drag down receivers , but he must rework the way he tackles. instead of wrapping up low. Turned inside out at the line of scrimmage by shifty receivers."
"265","Kary Vincent Jr","LSU","A consensus four-star recruit coming out of Texas’ Memorial High School in 2017, Kary Vincent Jr. received more than 30 scholarship offers, including from LSU, Alabama and Texas. He recorded seven interceptions and three defensive touchdowns as a senior at Memorial and was named to the All-USA Texas first-team defense following that season. Kary Vincent Sr. was a wide receiver for Texas A&M and a sixth-round draft pick of the New Orleans Saints. School","Vincent was a bit of a surprise opt-out heading into the 2020 season because his draft stock was not nearly as solidified as some of his other teammates. And the fact that he only manned the slot throughout his career and doesn't have a great body type for neither outside corner nor safety won't KARY VINCENT JR help his case. He's a very reliable slot, though, and you won't find him getting drawn out of position with his eyes in the backfield. Ultimately, the lack of physicality to his game is what's going to stick","Extremely reliable slot corner. Savvy player in coverage. Athletic enough to play man coverage from the slot. Plus combo of quicks and speed. Quick to close in off-man coverage. Very good at defending the underneath tree. - Not much to him. Short and not particularly strong. And it shows up as a tackler. Hip transitions aren't great. Relies on chucking vertical routes to stick with them. Vincent looks like a slot only for man and man-match teams. His Solely a slot corner over his career. Not going to lack of versatility will likely hurt his stock. be an outside guy. Opted out of the season."
"266","Shaun Wade","OHIO ST","Shaun Wade was an elite defensive back prospect out of Trinity Christian Academy in Jacksonville, Florida. Wade played for a team that won four consecutive state championships. He finished his senior season with 63 tackles, seven interceptions (including two returned for touchdowns) and nine pass breakups. He was named to the U.S. Army All-American team, won the Lockheed Martin Defensive Back of the Year award and the American Family Insurance All-USA Defensive Player of the Year award. Wade was rated as a five-star prospect by ESPN, Rivals and 247sports. All three services also placed him among the top 25 players nationally; ESPN ranked him No. 6, 247Sports ranked him No. 17 and Rivals School ranked him No. 24. Wade served an externship at the WWE headquarters in Orlando, Florida.","It was a terrible, horrible, no-good, very bad 2020 for Wade from start to finish. After taking 443 of his 528 snaps in 2019 from the slot, Wade returned to prove he could play outside corner and solidify his name in the first round like Jeffrey Okudah and Damon Arnette last year. That didn't quite SHAUN WADE happen. He allowed over 100 yards in three different games and seven touchdowns on the year. While he was still the same physical presence, it was clear his feet are not tailor-made for outside","One of the best tackling CBs in the class. Doesn't sit back, either — he attacks. Quick read passing off route concepts. Will break on balls without ever looking at . Plus ball production from the slot. PBUs and four picks there. Has the size/length to transition to safety easily - and could even add more mass. Demolished at outside corner in . first downs or touchdowns allowed in eight games. Press technique was a mess. Rare to see him get on a receiver early and stick. While we never saw Wade play safety, that's where he belongs in Speed is a massive concern. Let DeVonta Smith the . It's a pretty big projection for now. comfortably glide past him. Likely a safety, yet played at Ohio State."
