"","summary","pros_and_cons"
"97","Rivers is a former four-star prospect who battled through injuries during his time at Miami. He was an All-ACC selection in his lone healthy season in 2023, which was also his only season solely playing left tackle. He followed that up in 2024 with a career-high 78.8 pass-blocking grade while oscillating between left guard and left tackle within games during the second half of the season. That versatility could serve him well in the NFL, but middling athleticism and foot speed likely make him a better option as a guard.","Guard/tackle versatility. Keeps legs driving downhill in the run game. Proper hand setup in pass protection, particularly at tackle. Tries to strike first. Middling athleticism causes problems against quicker rushers. Slower feet limit him to down blocks and short pulls in run game. Slightly high pad level doesn’t let him readjust feet sometimes."
"98","Webb is a former five-star recruit and state champion wrestler who played his first two seasons at Georgia before transferring to Jacksonville State and starting at left guard for three years. He immediately became the Gamecocks' best offensive lineman and earned First-Team All-Conference USA selections in 2023 and 2024. Webb appears to be a bit on the smaller side, though weighing in at 310 pounds at the Senior Bowl helps his cause. He makes up for that size with solid athleticism and a willingness to finish his blocks.","Grinder who keeps his feet moving and aims to finish blocks. Quick enough to play in any scheme but likely a better fit in zone. Some production as a puller. Mirrors feet well in pass protection. Very few true pass-blocking reps in Jacksonville State's scheme. Lack of length is an issue when engaging in pass protection. Inconsistent hand placement."
"99","Wehr is a former defensive lineman who spent two years as Montana State's right tackle before moving inside to right guard in 2024. He earned a top-10 grade among all FCS offensive linemen in each of his three seasons as a starter, as he used his powerful initial punch and lower body to maul defensive linemen in the run game. He also excelled as a pass protector at the FCS level, allowing just eight pressures and zero sacks in his three seasons on offense. Wehr's ceiling is likely capped by his lack of arm length and lateral quickness, but he could get a chance to stick as a developmental gap scheme guard.","Nice punch in downhill run schemes. Strong enough to anchor against bull rushes. Aggressiveness as a former defensive linemen shows often. Doesn't win with much aside from strength advantage. Short arms that are susceptible to counter moves. Below-average lateral quickness limits his scheme flexibility."
"100","Banks, a five-star recruit, started at left tackle for Texas since his true freshman season. He is on the smaller side (6-foot-5) for an NFL tackle. His arm length isn't a strength, evident in how he leans into contact and onto his heels at times. Long defensive linemen can easily get their hands inside and pull him to the side on push-pull moves. There is otherwise a lot to love. Banks is a great athlete, especially for a 320-pounder. He carries a good amount of weight in his lower half and posterior chain to create power and anchor against bull rushes. He is excellent on the hoof in mid- and outside-zone blocking schemes (though his feet can get clumsy). As a pulling blocker, he is a heat-seeking missile at the second level. Banks has the balance and foot speed to mirror pass-rushers and hit appropriate depth, but he needs to work on his grip strength to maintain blocks longer. His run-blocking ability and length could push him inside to guard.","Flexible hips and wide base for powerful stance. Foot speed/explosiveness is top tier. Great second-level/space blocker. Natural athleticism gives him high zone-blocking potential. Really impressive balance for 320-plus-pound player. Height hints at shorter arm length, which shows on tape. Too susceptible to push-pull moves. Needs to improve grip strength to latch on and hold blocks."
"101","A zero-star recruit from the 2019 class, Belton spent his first few seasons at the JUCO level before transferring to NC State. After sitting for one year behind a top-10 pick in Ikem Ekwonu, he took over for him at left tackle in 2022 and held that spot for the following three seasons. Like Ekwonu, Belton has the length and strength to overpower defenders. He's also more explosive than most 350-pound tackles, as he can fire off the ball to find defenders at the second level or seal them off at the line of scrimmage. His raw power also gives him a good anchor in pass protection against bull rushes. Belton is still raw in a number of areas, including his punch timing, pad level and footwork. While he's an explosive athlete, he's not very quick. He has had issues with speed rushers in the past. Even though a sixth-year prospect with as many technical issues as Belton has could put off some teams, he has the tools to become a starting-caliber tackle down the line.","Good length and raw power at 345 pounds. More explosive than expected. Gets to second level with ease. Stonewalls power rushers with strength in pass protection. Lacks high-end lateral quickness. Late hands in pass protection, letting defenders into his chest. Footwork needs work. Causes him to be off-balance at times."
"102","Campbell is a former four-star recruit who started every game he played in (38) across three years at LSU. Campbell isn't shy about communicating pre-snap. He makes calls and adjustments, and he'll even look back to tell the running back where the extra pressure is coming from. That football IQ gives him a high floor projection at tackle, guard or even center. His footwork, balance and posture are all fantastic. His hands are quick, precise and patient to frustrate rushers. He has good technique to handle power in pass protection but doesn't dish out punishment in the run game as well. He is listed at 6-foot-6, but his arm length doesn't match. You can tell his length is below ideal NFL thresholds. That shows up against longer, quicker edge players — and could be a reason why NFL teams don't see him as a starting offensive tackle. He also has a narrower, higher pad level base. If you can live with some of those deficiencies, there is so much to love.","Narrow base, but generally strong and balanced. Body movements are quick, compact and precise. Hands are up and active, always ready to strike with power. Great grip and core strength to maintain blocks. Foot speed is quick enough and well balanced, but not top tier. Higher pre-snap stance leads to high pad level when engaging. Shorter arm length. Lack of flexibility in groin to stretch kicks/protect outside shoulder."
"103","Conerly was the highest-rated offensive lineman to ever commit to Oregon, so it’s no surprise that he played more than 100 snaps as a true freshman before earning a starting job for 2023 and 2024. His movement skills and length are starting-caliber for the NFL, and his pre-snap stance is wide and athletic, leaving him ready to explode up or back. His foot speed allows him to run gracefully in zone blocking and mirror pass-rushers. His hands are quick to strike and reset but inconsistent in placement and patience. He can be a strong player but doesn't always show it. When he confidently lines up defenders between the shoulders, he packs a good punch. When caught off guard, he is too easily discarded. The 21-year-old lacks consistent displacement strength for power blocking schemes. He is a competitive player who shows good effort through the whistle. Ideally, he won't have to start right away in the NFL, giving him time to improve and unlock a high talent ceiling.","Quick, explosive offensive tackle. Quick footwork to keep his weight under him while mirroring. Good on the hoof in a zone blocking scheme. Quick hands for hand fighting/resetting. Shows competitive toughness and fight through reps. Inconsistent hand placement/striking location. Lower weight profile does limit displacement strength in run game. Must continue to get functionally stronger."
"104","Cornelius was once a zero-star offensive guard recruit before manning the right side of Oregon's offensive line after transferring to the team in 2023. He is a big-bodied player who is listed below the 50th percentile in height and weight but doesn't play like it. His arms appear to be longer and much closer to average for the NFL, and he carries a good amount of his weight in his middle and upper body, as well as in his glutes, to give him a more hulking appearance and play style. Cornelius’ feet can look heavy, and his first step isn't overly impressive. But he does have long strides to not be a liability in space when run blocking. He has long arms but needs to be more consistent in maximizing them. There are plenty of reps where he engages and pushes defenders off him but then allows them to get right back into his chest instead of latching on to maintain blocks.","Covers a lot of ground despite not being explosive or quick. Arm length appears to be well above average for the NFL. Adequate lower-body strength for anchor and leg drive. Good anchoring technique versus bull rushes. Good combo blocker. Not overly quick in his first movements. Does not play with his arm fully extended enough. Can get beat on the outside shoulder versus top speed rushers."
"105","Crenshaw-Dickson played a lot of college football. Across five years at San Diego State and one year at Florida, he logged more than 3,000 snaps. He has a massive frame at 6-foot-7 and 315 pounds with long arms. But beyond just being able to match the long arms of defensive linemen, he knows his length allows him to be patient and wait for pass-rushers to show their hands before countering. The 24-year-old is a smart, patient blocker who possesses good anticipation and pre-snap recognition for pass- rush plans. His somewhat leaner frame gives him decent mobility, and his weight distribution gives him good balance. He seems to lack some strength. He's a decent athlete but doesn't have the speed-to-power explosiveness to truly move people in the run game. Crenshaw-Dickson’s intelligence for angles and landmarks makes him more effective as a zone blocker. He doesn't make many mistakes, and most of his bad plays stem from facing quicker or stronger players.","Tall offensive tackle with good arm length. Somewhat slender build gives him athletic movement skills. Constantly communicating pre-snap to call out potential blitzers. Highly intelligent player with good patience and anticipation. Coordinated at lining up defenders in space. Lacks the weight/density to slow down power quickly. Doesn't show imposing strength in man/gap run blocking. Can struggle to reposition his hands vs. speed moves."
"106","Ersery was a three-year starter at left tackle for Minnesota from 2022-2024. His size stands out, as he measures 6-foot-6 and 330 pounds. He is light on his feet despite his size and has an explosive first step that yielded high PFF run-blocking grades in zone assignments. Ersery has the foot quickness to make it to his landmarks in pass protection but can struggle against fast edge rushers, sometimes because he’s high-waisted. His pad level is high pre-snap and he pops up high when the ball is snapped, which allows bendier edge rushers to get under his arm. To mitigate that, he lunges — which gets his weight too far on his toes and off balance. When Ersery keeps rushers between the shoulders, he has the girth and weight to anchor, neutralize and move them. He has good eyes on stunts and twists but can struggle to stay in front of rushers when they get across his face one-on-one.","Adequate size and length for the NFL. Light on his feet for a player of his size. Explosive first step and top speed for 330 pounds. Impressive pass-blocking hand work. Good footwork when anchoring. High-waisted player. Weight is too on his toes right now. Can struggle to mirror versus cross-face moves."
"107","Grant is a late bloomer who didn't step on a football field until his junior year of high school. His background as an all-state high school wrestler gives him an edge up front that he often uses to his advantage. Grant is quick and powerful on his feet with the ability to get to any spot in the run game. He also sets up and anchors well when presented with an opposing bull rush. While he could play a bit more in control in space and needs to refine his hand technique in pass protection, the true question for Grant is how he will adjust to NFL competition after spending all five of his collegiate seasons at the FCS level.","Light and powerful in lower body. Above-average lateral quickness. Gets across defenders on reach blocks with ease. Advances to second level quickly. Wrestling background gives him a finisher's mentality. Will face a serious jump in competition. Low hand setup in pass protection allows defenders into his chest. Struggles to gear his feet down when sizing up defenders."
"108","Lundt was a two-star recruit after playing just two years of high school football. He committed to UConn, and after redshirting the 2019 season and losing the 2020 season to the pandemic, he started at right tackle for four straight seasons. Lundt’s calling card is his length (around 6-foot-7). His long arms allow him to keep distance between himself and defenders to mitigate long- arm moves. They also help him dictate contact. His footwork (coordination and speed) improved over his college career, and he is decently balanced for his taller frame. He is listed below 290 pounds, which would rank in the last percentile for the NFL, but his weight is distributed evenly. Lundt’s best run-game work comes in zone blocking concepts, as his movements and length allow him to angle defenders. He struggles to get push when blocking power concepts. He also lacks the necessary sand in the pants to anchor, especially when defenders get a leverage advantage on him.","Elite length thanks to 6-foot-8 frame. Good eyes when climbing to the second level. Decent foot speed for a player of his size. Only four penalties across 1,700 snaps in two years. Nearly 0-percentile weight right now. Lacks the strength to get in the way of defenders. Hands can be erratic before the punch in pass protection."
"109","Mbow started at guard and tackle for Purdue, and he played right tackle in 2024. He's only 300 pounds — and looks like he could be even slimmer. He has a fast play style with an explosive first step and quick footwork. He can reach any depth in pass blocking and easily mirrors cross-face moves. He dictates contact by getting his hands on defenders first. Mbow absorbs contact and stays balanced with excellent core strength and an ability to redirect. He creates a pop at contact but struggles with strength overall. He is too easy to stack and shed for NFL-caliber linemen. He also struggles to anchor at times. He is more impactful as a zone blocker than a man/gap blocker. His hands are fast, but they can be wide and misplaced, creating more of a hug than a block (which can cause holding penalties). Mbow’s competitiveness will never be in question. He could be a starter at all five line positions, although he must improve his pad level to play center.","Fleet of foot, getting out in space as a puller or in zone blocking. Quick, well-coordinated footwork in pass protection. Relentless leg drive when run blocking. Adequate arm length for tackle position in NFL. Always generates a ""pop"" at contact. Lighter weight makes run blocking/displacing more challenging. Wide hands to hug defenders too often. Naturally high in his pre-snap stance."
"110","Membou was a multi-sport athlete in high school, participating in football, wrestling and tennis. He committed to Missouri and started for the Tigers over the past three years. He has excellent natural flexibility, foot coordination and balance. That allows him to move well when blocking for zone concepts and when taking on contact. He also has an explosive first step for combo blocks. He is listed at 325 pounds but could use more consistency in his power. He may give up a good amount of ground against NFL- level bull rushes and needs to really lean and engage his leg drive to displace between the tackles. He was much improved in how controlled he played from 2023 to 2024, which makes him someone you want to buy into as just a true junior heading to the NFL. He is very impressive in jump, 45-degree and vertical sets in pass protection.","Good hip/hamstring flexibility to sit in his stance. Low and explosive out of his stance. Naturally coordinated in his movements and footwork. Feet can move quickly. Looks great on the hoof as a puller and lead blocker. Can struggle to anchor on the edge despite being 325 pounds. Needs more strength for maintaining blocks. Could use more of a finisher's mentality."
"111","Nelson is an experienced offensive tackle prospect who started at guard and tackle for Wisconsin over the past four years. He sizes up well at just over 6-foot-6, but his weight (around 310 pounds) is lower for NFL standards. However, his lower weight does align with his play strengths. Nelson has quick footwork and a nice first step to be an effective zone run blocker. He shows good technique and timing to wall off defenders and create rushing lanes. He mirrors decently well in pass protection. When he gets his hands inside to latch on, he has good grip strength, footwork and balance to maintain blocks. However, his pad level is naturally high and he lacks some sand in his pants, which causes him to get off balance. Although he is without displacement power and doesn't consistently make an impact in man/gap run-blocking concepts, he can be an effective combo blocker. His hands are often too low before he makes contact, exposing his chest.","Long frame with good length for the NFL. Quick footwork out of his stance. Good grip strength to maintain blocks. Good anchoring technique to get under and elevate. High pad level pre- and post-snap. Shows some stiffness/inflexibility to really get his butt down. Looks off balance when retreating in kick slides."
"112","Pierce is a former walk-on who became Rutgers' first offensive lineman to earn All-Big Ten honors. He carries a massive 6-foot-8 frame that he has worked to slim down to less than 350 pounds over the past four years. All that work paid off in a big way in 2024, as he ranked among the 12 highest-graded tackles in the FBS. Pierce's height and length jump off the tape, and his lateral quickness has improved as he has slimmed down his frame. He still needs some work and will continue to battle with a lack of bend, but his potential at this size is certainly something to dream about.","Ridiculous frame. 6-foot-8 and 345 pounds. Can overwhelm smaller defenders with height and length. Slightly better lateral quickness in 2024 than in previous years. Good initial hand usage in pass protection. Lower half isn't as strong as frame suggests. Struggles to bend and can get caught lunging in pass protection. Difficulties stopping and readjusting his feet."
"113","Savaiinaea was a three-year college starter with significant experience at three different positions across the line. He made PFF's All-Freshman team while playing right guard in 2022 before moving to tackle over the past two seasons. Savaiinaea has long been a competent pass protector whose footwork and hand usage are among his greatest assets. His ability to stay light on his feet allows him to deter outside speed rushes, though he could be better at reacting back to counter inside moves. The real issue in his game is a lack of strength, particularly in the run game, where he will likely fit better in a zone scheme. At the very least, an NFL team is getting a reliable swingman with the potential to turn into a starter if he can develop in the weight room.","Substantial experience at tackle and guard. Competent pass protector, regardless of position. Active feet in pass protection. Rarely caught on his heels. Engages hands quickly to deter outside rush. Lack of strength shows in consistently below-average run blocking. Trouble adjusting back to inside moves. Issues dealing with length due to lack of upper-body strength."
"114","Simmons was a three-star interior offensive lineman recruit before committing to San Diego State. He redshirted his first year with the Aztecs and started every game at right tackle the following season. He then transferred to Ohio State, where he flipped to the left side. Simmons was having his best year yet before tearing his ACL five games into the 2024 season. Before his injury, he displayed high-level NFL traits. He isn't the biggest or longest tackle, but he makes up for it with elite flexibility. He can get very low pre-snap and impressively maintains that pad level while moving in a loaded and squatted position to maximize power at punch and neutralize bull rushes. The 22-year-old has quick, precise hands, always looking to get inside leverage. His footwork is balanced, and his core strength is excellent for maintaining blocks while twisting and turning. He lacks some strength to displace defenders in the run game, but he has enough to counter rushes.","Fantastic balance and can slide and mirror while squatted. Consistently low pad level at contact. Adequate length for the NFL. Footwork is quick and slide length is adequate. Competitive, consistently plays through the whistle. Hands have a low starting point. No true displacement strength in the run game. Lower weight makes anchoring tougher."
"115","Trapilo was a four-star recruit, and his father, Steve, was an All- American offensive lineman at Boston College and played in the NFL. Trapilo opted to continue the Boston College lineage, becoming a full-time starter in 2022. Trapilo, after playing left tackle in his first year as a starter, featured at right tackle for the past two seasons. He has ideal length and size at 6-foot-7 and 310 pounds. He is patient with good eyes for where and how pressure might arise before the ball is snapped. He is a bit lighter on the scale for an offensive tackle but doesn't play like it. He has a strong first step and a strong punch at contact with good leg drive for combo blocking. He consistently tries to maximize his length advantage in pass protection. He has a bit of an imbalance because of his height, and there are a handful of reps each game where he is slower than he needs to be when trying to mirror stunts and twists.","Ideal height and length for the NFL. Strong initial first step to get his body going where it needs. Eyes always searching for something to block. Patient hands in pass protection. Good leg drive to displace on combo blocks. Plays with his head down too much. Needs to keep his eyes up. Height comes with some natural imbalance. Slow to turn to face stunts and twists."
"116","Williams is built like an NFL offensive tackle, checking all the boxes for height, weight and length. He is a younger player with only one year of starting experience at Texas. His game is more about flashes than consistency, but the flashes are why we're talking about him. Williams’ arm length allows him to keep pass- rushers at bay — at least when he gets his hands up quickly enough. He has good power when making contact but must do a better job of keeping defenders between his shoulders to showcase that. His pass-blocking reps lack anticipation, as does most of his game. His hands are often off, both in their placement (usually very wide) and timing (late). Once he locks on, he can take defenders for a ride. Although he can explode well off the first step, his feet can appear heavy. He was also called for 13 penalties in 2024 (seven false starts and five holding).","Excellent size for an offensive tackle. Ideal arm length that looks longer than height suggests. First-step explosiveness is noteworthy for his weight. Strong grip once he locks on. Finisher's mentality. Only a one-year starter. Can explode well for his size, but feet are heavy. Punch timing and placement are inconsistent."
"117","Alexander was a two-star recruit and received only two Division I offers, one of which was Toledo. He redshirted his first year and was a rotational lineman for the next four seasons before earning a full-time starting spot in 2023 and 2024. He brings ideal size at just under 6-foot-4 and 305 pounds with 34-inch arms. That build gives him the potential to play at 3-technique or 3-4 defensive end in the NFL for odd or even fronts. Alexander is strong as an ox, resulting in elite PFF run-defense grades. He has a violent club move that he pairs with a rip or an arm-over to get into the backfield (14.0% pass-rush win rate). He can hold up well against double teams and forklift blockers onto their heels and into the pocket. He could clean up some technical things, such as snap anticipation and maintaining leverage longer out of his stance. He also looks too top-heavy at times. He was one of the Senior Bowl’s standouts, showing a nice twitch as a pass-rusher.","Explosive first step gives him a quick speed-to-power transition. Powerful leg drive even when OL are in anchor. Good power in his initial punch to knock OL back on their heels. Violent club move when crossing the face of OL. Strong as an ox in run defense, even against doubles. Tends to pop up quickly and rush high. Can be the last one out of his stance. Weight can be a little too top-heavy and cause imbalance."
"118","Biggers is a former three-star defensive line recruit from Mount Ulla, NC, where he was a three-sport athlete in football, basketball and track at West Rowan High School. He committed to Georgia Tech and saw the field immediately, playing in nine games as a true freshman. He became a full-time starter in 2023 and remained in that role through 2024. At 6-foot-5 and 320 pounds with 35-inch arms, Biggers' sheer size and length stand out before the first snap on tape. His frame challenges interior offensive linemen, particularly shorter-armed centers and guards, especially when he fires off the ball with a solid first step. His length gives him unique advantages in leverage battles, but he struggles to maximize his natural power due to his high pad level. His pass-rush production has been minimal, with a low win percentage over the last two seasons. However, he has a good sense of where the ball is going and plays with solid effort for a player of his size.","Massive frame that is difficult to move off the line. Exceptional arm length for an interior lineman, particularly at NT. Strong instincts and awareness to track the ball’s direction. Uses long arms to disrupt passing lanes and bat down throws. Reliable motor and effort level, especially for a player of his size. Struggles to keep pad level low at the snap, giving OL leverage. Despite his length, he misses too many wrap-up tackles. Lacks explosive first step to effectively convert speed to power."
"119","Caldwell was a zero-star offensive line recruit and tried to play offensive line at Hutchinson Community College, but their 2020 season was canceled due to the COVID-19 pandemic. He later walked on at Independence Community College as a defensive lineman, playing one season there before transferring to Sam Houston State for two seasons and then making a big impact as a nose tackle at Oregon in 2024. He brings adequate girth for nose tackle duties at 330-plus pounds. He also has surprisingly quick feet and decent pursuit speed for a player carrying that much weight. He can hold up in double-team situations, which gives him some versatility to play all interior spots in an odd front. He tends to play on the ground/on his knees a bit too much. His short arms also impact how quickly he can disengage blocks and how well he can wrap up ball carriers.","Quick feet for a big nose tackle. Can play any interior alignment in an odd front. Solid pursuit speed for a player of his size. Plays on the ground/on his knees too much. Block-shed ability falls off quickly if his first move fails. Noticeably short arms make it tough for him to get off blocks."
"120","Collins is a former five-star recruit from Bastrop, Texas, where he competed in football, basketball and track (shot put and discus). As a true freshman in college, he played in 10 games but made just one start, a theme that continued for most of his Longhorns career. That changed in 2024 when Collins stepped into a full- time starting role and became a positive presence. At 6-foot-5 and 315 pounds, Collins now profiles more as an interior defensive lineman than an edge. He has good length for an interior player, paired with a strong upper body and powerful hands that allow him to dictate stack-and-shed moves and fight through double teams. However, his height and length also present challenges, as he naturally struggles with leverage. His biggest drawback is how slow he can be to disengage. It's not that he can’t shed blockers, but rather that he lacks urgency. A quicker processing speed in this area would make him a more impactful pass rusher.","Excellent length for an interior defensive lineman. Strong upper body with an effective long-arm move. Well-built frame with good lower-body weight distribution. Violent, powerful hands to control blockers. Strong enough to fight through double teams. Lacks pursuit speed on plays outside the tackles. Can be slow to disengage and shed blocks. Naturally plays with a high pad level."
"121","Farmer was a three-star recruit in the 2021 class. While the 250- pounder was seen as too small to play defensive line full time in Division I, he committed to Florida State and has put on a good 60 pounds to now look and play like a stout defensive tackle. He was a consistent starter over the past two seasons. First-step explosiveness is important for trench players, but Farmer also has impressive burst and acceleration on his second and third steps. That allows him to create a strong pop at contact. He has good flexibility and a naturally low pad level to maintain good leverage out of his pre-snap stance. He also brings uniquely long arms and large hands for the position. Farmer’s pass-rush wins are often a result of those first few explosive steps, lacking many true finesse wins with moves and a plan. He is strong in the run game but too easily gets walled off and moved out of his gap. He projects as a rotational player with the athletic build to be more.","Low pad level in his stance and after the snap. Good pop at contact to knock back blockers. Plus arm length for an interior defender. First few steps have impressive explosiveness. Needs a deeper pass-rush bag. Could stand to make a rip move more of a constant finisher. Gets walled off/angled too easily in run defense."
"122","Graham was a four-star recruit and a two-time state champion wrestler. He initially wanted to play linebacker, but his coach convinced him his best shot at a top Division I offer and the NFL was in the trenches. His PFF pass-rush grade on true pass sets, PFF run-defense grade, pass-rush win rate and solo run-stop rate over the past two years at Michigan are all above the 95th percentile. He has adequate size to play 3-technique in the NFL, but he played at just about every alignment on the defensive front over the past two years. Graham is explosive in his first step, giving him good speed-to-power conversion and effective push- pull moves. He shows good bend, and his hands are fast, violent and well placed, especially in run defense. He likes to use a two- hand swipe or a club-arm over as his main pass-rush moves. His biggest issues stem from a lack of arm length, but there is still so much to like. His competitive toughness and motor are ideal.","Elite first-step explosiveness. Excellent bend and flexibility for an interior player. Wins the leverage battle consistently. Fast, powerful hands. Devastating push-pull move. Arms appear to be well below average. Lack of length affects rip/swipe efficiency. Shorter arms make it tougher for him to disengage."
"123","Grant is a former four-star recruit from Merrillville, Indiana. In high school, he played on both sides of the ball as a guard and defensive tackle while also competing in the shot put in track and field. At Michigan, he has played exclusively on the defensive line, serving as a reserve in 2022 before becoming a full-time starter in 2023 and 2024. Grant has ideal size for the nose tackle position, standing 6-foot-3 and weighing nearly 340 pounds. He also possesses rare quickness for his size. That quickness flashes in pure pass-rush situations and when shooting gaps. His hand speed can match his lower-body quickness, but not always. Too often, his hands are slow or appear flailing. His biggest issue is that he isn’t always in attack mode. While some of his assignments involve looping or containing, there are too many snaps where he hesitates rather than attacks. When he does play with aggression, he is a force.","Exceptional quickness for a player of his size. Quick to counter moves and adjust mid-rush. Active hands in passing lanes, leading to batted passes. Impressive overall athleticism for his frame. Executes E-T stunts effectively when looping inside. Plays too high at times, losing leverage. Hand usage can be erratic and lack purpose. Accuracy numbers are high, but ball placement isn't consistent."
"124","Harmon committed to Michigan State as a three-star recruit, and after redshirting his first season, he was a rotational starter in 2022 and a full-time starter in 2023 before transferring to Oregon. Harmon wins with quickness — a quick first step, quick hands into the body and an ability to dictate contact. He can get low and maintain a low pad level in a four-point stance, but his high- waisted build is more obvious in a three-point stance, making it tough for him to get low and not pop up immediately after the snap. He pairs his long arms with upper-tier hand speed to make initial contact or execute a pass-rush move. He always finishes his gap-shooting and cross-face moves with a rip to get clean. His hand work is where he disrupts; he is difficult to stay in front of and latched onto. He displays a high football IQ and the why of defensive line play. Harmon constantly communicates pre-snap and has a good motor and a competitive attitude through the whistle.","Good arm length for the interior. Quick first step and quick footwork. Fast hands off the snap to get inside and dictate first moves. Push-pull and arm-over moves are natural and smooth. Competitive player with a good motor. Build is naturally a little high-waisted. Pops up and loses leverage out of his stance. Lighter in the lower half at current weight."
"125","At 6-foot-6 and 280 pounds, he is built for the NFL. His size and strength create versatility as a defensive end in odd or even fronts. He doesn't have a ton of pass-rush moves, but the ones he does know (bull rush, swim, club-rip) can be very effective, especially anything with a club-arm over that he pairs with getting across a blocker's face. His punch at contact is imposing for just about anyone. He generates a crazy amount of power and movement from his hands when bull rushing and stacking blocks. He doesn't have rare first-step explosiveness to really threaten the outside shoulder, so he would likely fit best sliding inside to a 3-4 defensive end. He must continue to improve anticipating blocks. If he can do that, he might just become unblockable.","Naturally one of the strongest DL on the field. Has the size to play inside and out along the DL. Quick hands, especially when executing an arm-over move. Has the power to square up OTs and hold POA versus the run. Long arms to create PBUs in the throwing window. Need to anticipate blockers/contact better. Pops up and loses leverage almost immediately out of stance. Can get bounced around as blockers can get under his pads."
"126","Originally a four-star recruit from Louisiana, Jones chose to stay in his home state over offers from Ole Miss, Texas A&M and others. After seeing action in a rotational role as a freshman and sophomore, he became a full-time starter in 2023 and had his best year yet as a senior this past season. His 43 pressures were tied for eighth among all edge defenders in the SEC. While Jones was primarily an edge for the Tigers, he's able to line up anywhere on the defensive line at 6-foot-5, 280 pounds. He pairs that size with a motor that never quits while having solid tools at that size. While Jones employs multiple pass-rushing moves, his hand usage is still relatively unrefined. He also could afford to be more physical in the run game as he gets washed out of plays far too often right now.","Can win from both a two-point and three-point stance. Relentless motor shows maximum effort on every play. Adequate length with good power and bend as a pass-rusher. Explosive first-step at 280 pounds. Needs to work on his hand usage as a pass-rusher. Has had tackling issues due to playing off balance. Not a very stout run-defender routinely gets washed out of plays."
"127","At 6-foot-5, 295 pounds, Mills is lean but long. This makes him an easier projection to a 3-4 defensive end spot due to his versatility in his build (length to play more of a defensive end spot, weight to hold up well enough on the inside). He is a better pass-rusher than he is a run defender. He has a quick first step and active, violent hands to stay clean when shooting gaps. He does struggle to get off blocks if he doesn't win early. He can play with a high pad level, which limits his efficacy when anchoring against the run. His pass-rush win percentage will be one of the higher marks of the interior defensive line class thanks to a well- executed long arm, club-rip and bull rush (though his leg drive can die out quickly). He has long arms to bat down passes in throwing windows. He also has good lateral quickness for stunts as a crasher or looper. As a whole, he plays with a good motor for all four quarters.","Shows good strength and instinct to stack and shed blocks. Hands are strong and violent. Good lateral quickness for stunts. Has the length to play almost any defensive line spot. Long arms to get in passing lanes for PBUs. Hands are violent but out of control at times. Naturally high pad level. Must play more in control/balanced."
"128","Nolen was a five-star recruit and the No. 2 player in the 2022 class, according to 247Sports. He started his college career at Texas A&M as a rotational defensive lineman for two years before transferring to Ole Miss and becoming a consensus All- American in 2024. At 6-foot-3 and 295 pounds, Nolen has so much natural power. His upper body is incredibly strong, helping him throw off blockers or crash through double teams. Because of that, he is an impactful run defender. If Nolen doesn't win with his first step or speed-to-power bull rush, his efforts can stall. He also relies too much on power to fight through once blocked. His hand usage improved in 2024 but needs more precision and purpose. That would also help him not expose his chest as much to linemen. He got better in all those areas from 2023 to 2024, but more growth is needed. Nolen has long arms (67th percentile), giving him some positional versatility, but he will be best as a 3- technique in the NFL.","Incredibly strong, especially with momentum. Clear raw strength and explosiveness. Has the build to play defensive end and defensive tackle. Very strong tackler with a low missed tackle rate. Good effort to the whistle. Needs to be more purposeful, but looked less reckless in 2024. Lacks a go-to pass-rush move. Exposes his chest too easily."
"129","Norman-Lott was a spot starter in 2022 at Arizona State before transferring to Tennessee, where he featured in a deep defensive line rotation over the past two seasons. The Volunteers rotated their linemen constantly, causing Norman-Lott to record less than 500 snaps over the past two years. He has a strong first step that converts speed to power easily. His shorter stature gives him leverage out of three- and four-point stances. He has above- average arms for bull rushes and massive hands to strike with power at his punches. He wins primarily with athleticism and some surprising flexibility and agility, but his game lacks technique. Too often he approaches pass rushing with a hesitation move that lacks purpose. Yet, he recorded a high pass-rush win rate because of the violence and speed in his hands, as well as his burst. He is strong at around 300 pounds and can take on double teams decently well, but he will need better technique to do so in the NFL.","Explosive and powerful 3-technique. Natural four-point stance rusher with great leverage off snap. Impressive upper-body strength to bench press linemen back. Surprising flexibility and bend for an interior player. Massive hands and above-average arm length. Needs more of a pass-rush plan. Lower measurables in height and weight. Freelances too much as a run defender."
"130","Peebles, a three-star recruit, committed to Duke and was more of a spot starter and rotational player in four seasons with the Blue Devils. But at Virginia Tech in 2024, he was a starter and one of the top defensive linemen in college football. Peebles’ measurables won't do him any favors — sub-10th percentile in height, weight and arm length — but his film is better than that. He has a stocky build with a quick first step and purposeful hands off the line of scrimmage. He brings a good game plan at the snap, but if his first move doesn't hit, his effectiveness can stall. He is a high-effort player and always looks to get closer to the ball until the whistle. He has a solid bag of pass-rush moves, including a shoulder dip and spin move. He shows good instincts for the snap count and where the ball is going through play action or pre-snap motion. He struggles with power aspects, but if he can avoid those situations more often than not, he can be a solid pro.","Quickness is his calling card. Instinctive to dip his shoulder when cornering. Good eyes for where the ball is going. Effective hand placement and arm extension to maintain control. High-effort player. Low weight percentile shows up when taking on combo blocks. Struggles to shed blocks once linemen get hands on him. Can look a little off balance when going all out to match power."
