player_name,player_key,team,position,headshot_url
Nick Stopiak,nick stopiak,Akron,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5089444.png
JD Baird,jd baird,Alabama,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5089445.png
Upton Bellenfant,upton bellenfant,Texas Tech,PK,https://a.espncdn.com/i/headshots/college-football/players/full/5089446.png
Prince Butler,prince butler,Alabama,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5089447.png
Peyton Fox,peyton fox,Alabama,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5089450.png
Miles Kitselman,miles kitselman,Tennessee,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5089453.png
Jay Loper Jr.,jay loper jr,Alabama,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5089454.png
Michael Lorino III,michael lorino iii,Alabama,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5089455.png
Vito Perri,vito perri,Alabama,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5089458.png
Jalyn Thompson,jalyn thompson,South Dakota State,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5089478.png
Justus Johnson,justus johnson,Southeast Missouri State,CB,https://a.espncdn.com/i/headshots/college-football/players/full/5089483.png
Kylan Galbreath,kylan galbreath,Murray State,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5089486.png
Jovari Gamble,jovari gamble,Kentucky Christian,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5089489.png
Matt Maldonado,matt maldonado,Illinois State,PK,https://a.espncdn.com/i/headshots/college-football/players/full/5089496.png
Malachi Williams,malachi williams,Murray State,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5089501.png
Tyler Wilms,tyler wilms,UAlbany,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5089502.png
Devin Tingle,devin tingle,Murray State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5089504.png
Jerome Logan,jerome logan,Murray State,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5089505.png
Ashton Flinn,ashton flinn,East Tennessee State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5089506.png
Parker Perry,parker perry,Central Arkansas,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5089512.png
Ebenezer Bedada,ebenezer bedada,Campbell,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5089515.png
Desmond Reid,desmond reid,Pittsburgh,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5089535.png
Hayward McQueen Jr.,hayward mcqueen jr,Western Carolina,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5089536.png
Censere Lee,censere lee,Pittsburgh,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5089539.png
Cole Gonzales,cole gonzales,Pittsburgh,QB,https://a.espncdn.com/i/headshots/college-football/players/full/5089540.png
Ken Moore Jr.,ken moore jr,Western Carolina,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5089541.png
De'Andre Tamarez,deandre tamarez,Marshall,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5089545.png
Ja'morri Downing,jamorri downing,Western Carolina,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5089546.png
Samuel Cornett,samuel cornett,Wofford,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5089548.png
Malik Knight,malik knight,Western Carolina,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5089549.png
Ed Jones IV,ed jones iv,Western Carolina,S,https://a.espncdn.com/i/headshots/college-football/players/full/5089550.png
Samaurie Dukes,samaurie dukes,Western Carolina,S,https://a.espncdn.com/i/headshots/college-football/players/full/5089551.png
Darian Anderson Jr.,darian anderson jr,Western Carolina,CB,https://a.espncdn.com/i/headshots/college-football/players/full/5089552.png
Jhamari Pierre-Louis,jhamari pierrelouis,Western Carolina,S,https://a.espncdn.com/i/headshots/college-football/players/full/5089553.png
Lee Campbell,lee campbell,Western Carolina,S,https://a.espncdn.com/i/headshots/college-football/players/full/5089557.png
Camury Reid,camury reid,Western Carolina,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5089560.png
Antarron Turner,antarron turner,Wisconsin,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5089561.png
Justin Wallace,justin wallace,Western Carolina,DE,https://a.espncdn.com/i/headshots/college-football/players/full/5089562.png
Blue Monroe,blue monroe,Western Carolina,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5089563.png
Aaron Sanez,aaron sanez,Western Carolina,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5089564.png
Richard Garrett,richard garrett,Western Carolina,DE,https://a.espncdn.com/i/headshots/college-football/players/full/5089565.png
Evan Carney,evan carney,Western Carolina,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5089568.png
Ca'Lique Cunningham,calique cunningham,Western Carolina,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5089570.png
AJ Colombo,aj colombo,Western Carolina,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5089572.png
Antoine Bell,antoine bell,North Carolina A&T,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5089575.png
Brandon Smiley,brandon smiley,Wake Forest,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5089576.png
Isaac McLellan,isaac mclellan,Western Carolina,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5089577.png
Wisdom Simms,wisdom simms,North Carolina Central,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5089578.png
Caleb Bradford,caleb bradford,Western Carolina,DT,https://a.espncdn.com/i/headshots/college-football/players/full/5089579.png
Don Robinson III,don robinson iii,Western Carolina,CB,https://a.espncdn.com/i/headshots/college-football/players/full/5089584.png
Floyd Chalk IV,floyd chalk iv,San José State,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5089859.png
Chance Williams,chance williams,Cincinnati,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5089860.png
Phaizon Wilson,phaizon wilson,UT Martin,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5089861.png
Norey Johnson,norey johnson,Houston Christian,S,https://a.espncdn.com/i/headshots/college-football/players/full/5089863.png
Covadis Knighten,covadis knighten,Grambling,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5089868.png
Tahj Martin,tahj martin,Grambling,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5089875.png
Romello Watson,romello watson,East Texas A&M,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5089878.png
Nolan Wilson,nolan wilson,UL Monroe,LS,https://a.espncdn.com/i/headshots/college-football/players/full/5089880.png
Jawaun Singletary,jawaun singletary,Incarnate Word,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5089883.png
Ashanti Cole,ashanti cole,Louisiana Tech,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5089886.png
Markeis Sykes,markeis sykes,Grambling,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5089891.png
Kevin Thomas Jr.,kevin thomas jr,Lamar,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5089901.png
Patrick Bowen,patrick bowen,St. Thomas (MN),RB,https://a.espncdn.com/i/headshots/college-football/players/full/5090097.png
Drew Person,drew person,Long Island University,QB,https://a.espncdn.com/i/headshots/college-football/players/full/5090101.png
Will Lynch,will lynch,Long Island University,P,https://a.espncdn.com/i/headshots/college-football/players/full/5090109.png
Donovan Gibbs,donovan gibbs,Long Island University,C,https://a.espncdn.com/i/headshots/college-football/players/full/5090127.png
Daniel Hernandez,daniel hernandez,Long Island University,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5090129.png
Greg Johnson,greg johnson,Minnesota,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5090565.png
Sailasa Vadrawale III,sailasa vadrawale iii,Oregon State,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5090566.png
Noah Dunham,noah dunham,Washington State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5090796.png
Cameron Ambrose,cameron ambrose,Arkansas State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5091003.png
Walker Catsavis,walker catsavis,Arkansas,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5091017.png
Trace Corum,trace corum,Murray State,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5091026.png
Travon Sylvester,travon sylvester,UTSA,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5091252.png
Bennett Abbe,bennett abbe,Massachusetts,PK,https://a.espncdn.com/i/headshots/college-football/players/full/5091329.png
Tristian Smith,tristian smith,Arkansas State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5091355.png
Dallas Elliott,dallas elliott,Massachusetts,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5091384.png
Kyle Ott,kyle ott,Massachusetts,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5091398.png
Caden Britton,caden britton,Ball State,LS,https://a.espncdn.com/i/headshots/college-football/players/full/5091477.png
Jackson Constantine,jackson constantine,Ball State,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5091491.png
Adameon Botley,adameon botley,UL Monroe,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5091508.png
John Curtis Goodman Jr.,john curtis goodman jr,UL Monroe,OT,https://a.espncdn.com/i/headshots/college-football/players/full/5091513.png
Simion Hines,simion hines,Florida A&M,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5091516.png
Drew Hutchinson,drew hutchinson,UL Monroe,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5091517.png
James Smith,james smith,UL Monroe,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5091526.png
Carson Holmer,carson holmer,Ball State,PK,https://a.espncdn.com/i/headshots/college-football/players/full/5091530.png
Jalon Jones,jalon jones,Ball State,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5091557.png
Aidan Leffler,aidan leffler,Ball State,QB,https://a.espncdn.com/i/headshots/college-football/players/full/5091564.png
Cole Mosier,cole mosier,Ball State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5091573.png
Joseph Firebaugh,joseph firebaugh,Sacramento State,PK,https://a.espncdn.com/i/headshots/college-football/players/full/5091586.png
Dahya Patel,dahya patel,Ball State,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5091596.png
A.J. Vinatieri,aj vinatieri,Lindenwood,P,https://a.espncdn.com/i/headshots/college-football/players/full/5091690.png
Lee Beebe Jr.,lee beebe jr,Indiana,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5091725.png
Mason Jacobsen,mason jacobsen,Boise State,EDGE,https://a.espncdn.com/i/headshots/college-football/players/full/5091728.png
Seth Knothe,seth knothe,Boise State,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5091730.png
Maxie Baudoin IV,maxie baudoin iv,Louisiana,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5091737.png
Chris Brazzell II,chris brazzell ii,Tennessee,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5091739.png
Wyatt Redding,wyatt redding,Central Washington,PK,https://a.espncdn.com/i/headshots/college-football/players/full/5091742.png
Garrett Mmahat,garrett mmahat,Tulane,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5091744.png
Jayden Virgin-Morgan,jayden virginmorgan,Boise State,EDGE,https://a.espncdn.com/i/headshots/college-football/players/full/5091748.png
Tyler Cappi,tyler cappi,Troy,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5091750.png
Liam Connor,liam connor,Boston College,PK,https://a.espncdn.com/i/headshots/college-football/players/full/5091752.png
Fabian Rogosch,fabian rogosch,Troy,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5091753.png
Shane Hanafin,shane hanafin,Boston College,QB,https://a.espncdn.com/i/headshots/college-football/players/full/5091757.png
Tim Hays,tim hays,Boston College,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5091758.png
Bryce Lambeth,bryce lambeth,Central Michigan,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5091761.png
Billy Van Pelt,billy van pelt,Boston College,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5091762.png
Juan Zabal,juan zabal,Boston College,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5091763.png
Ismael Zamor,ismael zamor,Boston College,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5091764.png
Cameron Cobb,cameron cobb,South Florida,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5091767.png
Antwan Peek Jr.,antwan peek jr,Cincinnati,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5091774.png
Eddie Kelly Jr.,eddie kelly jr,West Virginia,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5091777.png
Jackson Long,jackson long,Georgia Southern,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5091778.png
Pierse Stainton,pierse stainton,Miami (OH),P,https://a.espncdn.com/i/headshots/college-football/players/full/5091779.png
Michael Williams II,michael williams ii,South Florida,DE,https://a.espncdn.com/i/headshots/college-football/players/full/5091781.png
Jason Hewlett Jr.,jason hewlett jr,Boston College,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5091783.png
Aaron Sears,aaron sears,Stephen F. Austin,CB,https://a.espncdn.com/i/headshots/college-football/players/full/5091788.png
Kylon Harris,kylon harris,Stephen F. Austin,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5091791.png
Charles Demmings,charles demmings,Stephen F. Austin,CB,https://a.espncdn.com/i/headshots/college-football/players/full/5091793.png
Jerrell Wimbley,jerrell wimbley,Stephen F. Austin,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5091794.png
Jaydon Southard,jaydon southard,Stephen F. Austin,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5091796.png
Jared Manos,jared manos,Stephen F. Austin,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5091803.png
Ian Morgan,ian morgan,Stephen F. Austin,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5091806.png
